;Unnamed: 0;evoluzione;reinserimento;probabilita_riproduzione_carote;quantita_acqua_pozzanghera;tempo;stagione;num_volpi;num_conigli;num_carota;num_pozzanghera;numero_volpi_nate;numero_conigli_nati;numero_conigli_morti_fame;numero_volpi_morti_fame;numero_conigli_morti_sete;numero_volpi_morti_sete;numero_conigli_morti_vecchiaia;numero_volpi_morti_vecchiaia;numero_conigli_cacciati;eta_media_conigli;eta_media_volpi;percezione_media_conigli;percezione_media_volpi;velocita_camminata_media_conigli;velocita_camminata_media_volpi;velocita_corsa_media_conigli;velocita_corsa_media_volpi;soglia_fame_media_conigli;soglia_fame_media_volpi;soglia_sete_media_conigli;soglia_sete_media_volpi;soglia_fertilita_media_conigli;soglia_fertilita_media_volpi;soglia_morte_di_fame_media_conigli;soglia_morte_di_fame_media_volpi;soglia_morte_di_sete_media_conigli;soglia_morte_di_sete_media_volpi;media_fame_conigli;media_fame_volpi;media_sete_conigli;media_sete_volpi;media_fertilita_conigli;media_fertilita_volpi
124;124;False;True;0.0005;3;2449;autunno;17;104;386;120;3522;18583;13350;3009;599;788;102;355;6415;0.739;0.712;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;171.808;151.647;146.962;93.118;105.0;167.765
125;125;False;True;0.0005;3;2462;autunno;17;185;338;122;3522;18690;13350;3009;608;788;102;355;6432;0.771;1.462;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;181.519;87.706;122.8;250.176;71.238;281.824
126;126;False;True;0.0005;3;2488;inverno;39;560;195;124;3534;19070;13358;3009;610;788;106;355;6454;0.607;1.104;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;198.352;143.949;113.364;129.641;46.027;158.282
127;127;False;True;0.0005;3;2536;inverno;46;1159;41;118;3542;19764;13407;3010;613;788;106;355;6497;0.752;1.557;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;278.577;136.043;156.586;148.37;74.352;199.152
128;128;False;True;0.0005;3;2586;primavera;92;1093;8;116;3578;20196;13856;3010;614;788;115;355;6566;0.927;1.317;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;350.033;141.13;218.671;124.685;120.121;168.391
129;129;False;True;0.0005;3;2619;primavera;128;628;7;115;3620;20481;14479;3010;628;788;116;361;6679;0.952;1.374;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;362.65;141.75;239.631;170.375;120.885;165.156
130;130;False;True;0.0005;3;2639;estate;197;313;23;115;3681;20633;14817;3010;636;790;118;361;6828;0.801;1.52;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;289.07;161.183;175.888;179.807;90.728;212.518
131;131;False;True;0.0005;3;2658;estate;333;97;30;139;3829;20698;14900;3010;640;792;118;371;7023;0.968;1.306;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;348.309;174.129;240.351;143.126;121.876;138.835
132;132;False;True;0.0005;3;2675;autunno;442;29;65;130;3941;20704;14923;3014;641;797;118;375;7103;0.006;1.57;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;152.0;333.824;2.0;212.991;0.0;231.256
133;133;False;True;0.0005;3;2688;autunno;278;0;90;126;3981;20704;14923;3189;641;812;118;389;7133;0.0;1.896;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;0.0;441.259;0.0;301.896;0.0;349.651
134;134;False;True;0.0005;3;2692;inverno;73;30;123;136;3981;20704;14923;3387;641;828;118;390;7133;0.006;1.865;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;152.0;466.151;2.0;338.74;0.0;352.726
135;135;False;True;0.0005;3;2696;inverno;12;24;177;146;3981;20704;14923;3438;641;836;118;392;7139;0.756;1.046;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;267.083;339.167;242.333;261.5;86.0;182.833
136;136;False;True;0.0005;3;2700;primavera;14;41;235;156;3981;20704;14933;3445;641;837;118;392;7142;0.408;0.507;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;188.415;167.357;79.146;95.857;90.146;120.214
137;137;False;True;0.0005;3;2705;primavera;12;34;302;161;3981;20704;14934;3445;645;839;118;392;7144;1.021;1.006;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;198.147;379.333;257.059;247.667;174.235;169.333
138;138;False;True;0.0005;3;2711;estate;15;72;346;160;3981;20725;14940;3452;647;839;118;392;7149;0.667;0.606;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;186.639;145.6;134.097;53.0;94.125;145.333
139;139;False;True;0.0005;3;2721;estate;15;111;359;157;3981;20779;14940;3452;654;839;118;392;7157;0.878;1.356;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;170.676;241.267;163.703;195.867;102.91;286.0
140;140;False;True;0.0005;3;2738;autunno;31;280;313;146;3988;20944;14944;3453;657;839;120;392;7174;0.649;1.037;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;188.225;135.29;116.704;113.129;60.732;176.129
141;141;False;True;0.0005;3;2777;autunno;38;728;121;133;3996;21438;14954;3453;658;839;120;393;7209;0.721;1.382;17.0;16.0;50.0;50.0;69.0;70.0;221.0;224.0;225.0;218.0;271.0;546.0;553.0;608.0;539.0;600.0;237.181;123.132;141.622;140.184;59.361;160.132
