;Unnamed: 0;tempo;stagione;num_volpi;num_conigli;num_carota;num_pozzanghera;numero_volpi_nate;numero_conigli_nati;numero_conigli_morti_fame;numero_volpi_morti_fame;numero_conigli_morti_sete;numero_volpi_morti_sete;numero_conigli_morti_vecchiaia;numero_volpi_morti_vecchiaia;numero_conigli_cacciati;eta_media_conigli;eta_media_volpi;percezione_media_conigli;percezione_media_volpi;velocita_camminata_media_conigli;velocita_camminata_media_volpi;velocita_corsa_media_conigli;velocita_corsa_media_volpi;soglia_fame_media_conigli;soglia_fame_media_volpi;soglia_sete_media_conigli;soglia_sete_media_volpi;soglia_fertilita_media_conigli;soglia_fertilita_media_volpi;soglia_morte_di_fame_media_conigli;soglia_morte_di_fame_media_volpi;soglia_morte_di_sete_media_conigli;soglia_morte_di_sete_media_volpi;media_fame_conigli;media_fame_volpi;media_sete_conigli;media_sete_volpi;media_fertilita_conigli;media_fertilita_volpi
168;168;1099;primavera;139;9;290;376;4761;10244;3624;3352;2067;1422;127;723;7076;0.75;1.767;49.0;55.647;30.0;82.561;80.0;115.417;239.0;245.849;250.0;214.237;262.0;546.029;933.0;992.626;579.0;859.065;94.222;519.799;250.0;399.381;84.0;327.417
169;169;1102;primavera;95;6;308;385;4766;10244;3624;3377;2067;1440;127;729;7079;1.5;1.893;49.0;56.242;30.0;81.116;80.0;114.684;239.0;242.642;250.0;213.495;262.0;542.537;933.0;1000.484;579.0;859.789;122.333;604.789;232.167;465.695;334.0;402.211
170;170;1105;estate;104;13;292;401;4788;10244;3624;3388;2067;1450;127;731;7102;0.981;1.83;49.0;58.615;30.0;81.173;80.0;114.471;239.0;244.24;250.0;214.462;262.0;539.51;933.0;995.625;579.0;862.385;131.615;480.462;243.692;366.067;160.923;322.413
171;171;1108;estate;85;9;292;398;4803;10248;3624;3403;2067;1464;127;736;7110;0.861;1.868;51.111;58.929;34.0;83.294;77.667;113.765;236.444;242.918;248.667;212.906;253.111;535.941;918.778;1004.859;594.222;880.529;144.333;493.106;136.0;368.471;122.222;338.541
172;172;1111;autunno;101;21;253;405;4822;10251;3624;3408;2067;1469;127;739;7131;0.799;1.838;51.905;59.554;34.19;86.069;76.381;114.475;234.81;241.921;245.619;214.673;250.714;534.248;920.095;994.149;586.333;876.871;145.714;467.02;206.095;346.455;80.524;321.911
173;173;1114;autunno;107;11;223;402;4849;10260;3624;3417;2067;1475;127;745;7150;1.108;1.737;50.545;59.318;23.091;88.056;76.0;113.682;237.545;241.439;245.818;216.542;264.545;539.766;938.0;1004.85;563.273;886.121;310.909;425.477;217.182;318.29;149.727;287.131
174;174;1118;inverno;118;14;203;399;4868;10260;3624;3425;2068;1477;127;753;7176;0.795;1.758;50.214;59.466;22.214;87.873;76.286;113.703;235.929;242.585;246.0;216.119;267.286;531.288;943.5;1004.085;568.214;887.144;126.571;448.381;265.143;336.958;97.786;296.966
175;175;1121;inverno;101;22;214;394;4879;10273;3624;3446;2068;1481;127;756;7181;0.648;2.025;49.636;59.762;22.682;87.693;76.182;114.822;238.545;242.366;245.182;214.624;256.636;529.535;932.818;1013.297;576.273;888.366;150.364;519.317;105.545;387.089;84.864;376.723
176;176;1125;primavera;128;20;257;390;4911;10273;3624;3450;2068;1489;127;759;7215;1.004;1.866;49.45;58.984;21.05;90.648;75.15;115.031;239.1;243.305;244.4;213.125;255.7;530.133;926.65;1021.312;584.65;899.641;238.05;456.547;219.55;352.57;125.9;305.695
177;177;1129;primavera;115;34;310;387;4936;10299;3624;3467;2068;1499;127;770;7227;0.567;1.719;51.324;59.539;21.588;90.148;71.118;114.435;236.5;243.13;250.147;215.722;250.912;530.583;894.559;1021.096;583.353;904.47;236.324;447.104;108.529;328.67;67.971;281.565
178;178;1137;estate;159;43;316;384;4986;10315;3624;3475;2070;1503;127;774;7262;0.773;1.542;51.535;59.013;18.279;90.597;69.721;113.742;237.581;243.365;251.651;215.585;257.884;535.642;925.093;1023.472;591.14;903.824;254.14;396.918;156.093;276.849;94.419;229.937
179;179;1143;estate;197;13;320;383;5041;10318;3624;3481;2071;1509;127;779;7294;1.11;1.605;53.615;59.635;15.692;91.162;74.462;114.183;235.846;243.741;251.846;216.614;262.462;535.635;931.385;1021.005;594.538;904.685;350.769;435.127;276.846;315.249;185.385;249.279
180;180;1150;autunno;228;14;272;385;5092;10342;3624;3493;2072;1515;127;791;7347;0.577;1.604;51.643;60.066;17.214;91.232;71.786;114.158;232.357;243.382;261.714;217.114;271.571;535.579;934.786;1021.592;617.071;898.706;271.071;428.14;171.286;311.632;27.357;269.101
181;181;1155;autunno;235;0;241;384;5135;10342;3624;3515;2072;1525;127;795;7361;0.0;1.816;51.0;60.357;17.0;90.762;71.0;114.553;232.0;245.557;261.0;218.043;271.0;537.566;934.0;1022.336;617.0;902.498;0.0;514.791;0.0;377.383;0.0;316.766
182;182;1160;inverno;251;3;247;413;5191;10342;3624;3541;2072;1543;127;801;7391;0.75;1.826;51.0;60.717;17.0;90.578;71.0;114.9;232.0;245.837;261.0;217.167;271.0;535.606;934.0;1020.912;617.0;900.884;169.333;515.311;250.0;382.629;84.0;319.398
183;183;1165;inverno;187;0;239;412;5194;10342;3624;3571;2072;1569;127;812;7394;0.0;2.176;51.0;60.626;17.0;88.947;71.0;114.487;232.0;247.102;261.0;216.984;271.0;532.733;934.0;1018.727;617.0;909.332;0.0;646.733;0.0;507.433;0.0;449.733
184;184;1169;primavera;189;3;278;421;5243;10342;3624;3599;2072;1586;127;824;7421;0.75;1.906;51.0;60.55;17.0;91.709;71.0;115.36;232.0;247.169;261.0;217.365;271.0;535.339;934.0;1011.889;617.0;902.704;102.667;560.619;250.0;435.148;84.0;347.64
185;185;1172;primavera;115;2;327;421;5249;10342;3624;3649;2072;1608;127;832;7422;1.5;2.013;51.0;60.261;17.0;93.617;71.0;113.87;232.0;248.861;261.0;220.896;271.0;540.922;934.0;1013.374;617.0;901.113;322.5;606.322;214.5;462.791;48.5;369.348
186;186;1176;estate;132;16;335;420;5282;10352;3624;3663;2072;1614;127;838;7448;0.656;1.726;51.625;60.364;18.062;95.636;69.188;113.341;234.625;248.977;263.938;220.03;281.5;543.205;936.938;1008.955;604.25;901.674;190.25;491.045;133.25;371.97;35.312;289.955
187;187;1182;estate;102;24;349;417;5298;10364;3624;3691;2072;1626;127;844;7452;1.095;1.777;48.875;60.216;16.625;95.343;69.042;112.843;233.833;249.824;262.958;218.52;281.125;540.637;937.583;1027.892;617.833;915.902;299.875;531.941;262.083;382.98;159.875;305.627
188;188;1189;autunno;131;47;313;415;5333;10394;3624;3698;2077;1631;127;848;7485;0.735;1.632;49.681;61.786;15.638;94.076;67.702;113.939;239.362;247.237;264.511;218.412;279.894;542.496;915.085;1033.985;645.851;911.053;284.043;432.939;181.191;321.183;80.553;268.328
189;189;1197;autunno;148;34;275;411;5371;10406;3624;3711;2081;1636;127;851;7506;0.891;1.744;49.676;61.831;12.235;92.02;67.5;115.838;238.412;247.507;266.647;218.426;278.765;544.655;905.559;1038.345;658.647;901.453;353.0;461.385;219.735;330.291;111.971;259.378
190;190;1204;inverno;192;31;268;422;5430;10417;3624;3722;2082;1642;127;859;7553;0.951;1.579;47.097;63.089;12.71;91.526;68.0;116.844;231.484;248.885;266.032;220.688;273.097;539.016;911.839;1031.057;679.29;904.182;341.355;403.484;243.065;282.74;119.645;255.656
191;191;1212;inverno;185;17;273;436;5449;10426;3625;3731;2085;1650;127;868;7572;1.225;1.91;47.647;63.0;6.941;93.249;69.647;117.805;241.765;249.714;266.588;221.508;277.529;536.195;924.412;1025.184;702.824;904.865;424.882;522.622;308.588;374.957;213.0;354.541
192;192;1219;primavera;209;11;322;442;5502;10426;3626;3743;2088;1670;127;875;7605;1.423;1.789;47.273;63.574;4.545;92.722;67.0;120.713;246.182;250.354;267.909;222.368;276.273;532.057;945.364;1027.115;722.545;909.498;479.091;486.679;419.545;350.746;263.182;319.177
193;193;1224;primavera;180;2;372;448;5527;10426;3626;3774;2091;1683;127;885;7611;1.839;1.966;41.0;63.661;0.0;93.867;78.0;121.567;234.5;249.789;276.5;222.739;230.0;533.678;952.0;1027.178;725.0;908.556;504.5;562.011;472.0;412.333;447.0;376.1
194;194;1229;estate;208;7;371;447;5574;10426;3626;3790;2092;1692;127;889;7639;0.964;1.921;41.857;63.788;0.857;95.375;76.714;123.678;235.0;250.274;274.571;221.995;236.714;532.351;948.0;1030.707;721.714;912.837;135.286;552.615;241.571;421.548;155.429;353.385
195;195;1233;estate;158;1;374;468;5592;10426;3626;3826;2092;1716;127;897;7645;1.5;2.029;41.0;63.196;0.0;96.222;78.0;124.646;234.0;251.297;276.0;221.734;230.0;534.665;952.0;1032.418;725.0;921.266;72.0;607.222;210.0;457.411;334.0;393.481
196;196;1237;autunno;149;7;331;464;5625;10426;3626;3850;2092;1734;127;907;7669;0.75;1.753;41.0;62.913;0.0;97.409;78.0;126.577;234.0;252.906;276.0;223.081;230.0;534.96;952.0;1028.758;725.0;931.054;292.143;513.221;250.0;378.45;84.0;304.349
197;197;1242;autunno;130;5;276;462;5649;10426;3626;3874;2092;1744;127;916;7671;1.5;1.797;41.0;62.977;0.0;100.754;78.0;127.538;234.0;251.0;276.0;223.669;230.0;532.731;952.0;1026.854;725.0;932.331;548.2;582.238;443.2;437.923;334.0;325.6
198;198;1246;inverno;128;6;272;469;5665;10426;3626;3889;2095;1754;127;919;7697;1.0;1.915;41.0;63.828;0.0;99.508;78.0;128.0;234.0;251.023;276.0;225.266;230.0;534.953;952.0;1022.953;725.0;931.211;202.0;534.578;237.667;416.836;167.333;362.133
199;199;1249;inverno;99;3;277;473;5678;10426;3626;3913;2095;1767;127;924;7700;1.5;2.063;41.0;63.879;0.0;100.687;78.0;128.596;234.0;250.869;276.0;225.848;230.0;535.212;952.0;1017.535;725.0;939.323;451.667;596.848;407.667;461.889;334.0;421.313
200;200;1252;primavera;115;9;306;473;5713;10426;3626;3932;2097;1774;127;927;7722;0.917;1.687;41.0;65.565;0.0;99.13;78.0;130.0;234.0;249.461;276.0;225.296;230.0;537.704;952.0;1020.93;725.0;936.487;201.111;448.226;242.111;324.139;139.556;270.191
201;201;1255;primavera;102;5;346;476;5725;10426;3626;3947;2097;1780;127;931;7726;1.5;1.926;41.0;65.824;0.0;99.265;78.0;128.52;234.0;248.539;276.0;222.078;230.0;537.206;952.0;1023.765;725.0;942.461;291.6;555.941;269.4;410.059;334.0;357.569
202;202;1259;estate;111;23;335;474;5744;10440;3626;3960;2098;1784;127;934;7751;0.556;1.882;42.435;66.288;-1.435;98.514;80.783;129.342;233.217;249.703;276.391;222.27;230.348;535.072;937.304;1023.91;730.348;950.631;174.913;503.694;123.696;392.018;50.609;346.108
203;203;1263;estate;90;28;343;470;5753;10453;3626;3978;2098;1789;127;941;7759;0.747;2.094;43.714;67.422;-1.786;99.778;78.643;129.656;234.5;248.333;275.964;221.711;227.143;537.944;924.214;1027.989;709.429;952.467;243.5;538.589;136.821;399.233;64.536;369.189
204;204;1270;autunno;135;29;290;468;5806;10456;3626;3988;2098;1791;127;947;7791;1.123;1.548;44.103;67.474;-5.69;99.526;81.759;128.393;234.448;248.763;273.517;223.763;227.517;544.637;925.207;1026.526;724.069;952.948;295.483;379.067;227.31;254.867;179.034;181.748
205;205;1277;autunno;157;45;248;467;5840;10489;3626;3994;2098;1794;127;950;7808;1.012;1.76;44.333;67.732;-6.022;99.503;81.933;128.911;239.4;248.51;272.644;223.134;210.911;545.166;893.578;1026.854;712.6;957.096;386.889;467.796;258.178;331.669;131.689;256.955
206;206;1285;inverno;204;28;251;463;5895;10489;3626;4003;2102;1798;127;955;7854;1.602;1.7;43.786;67.407;-10.286;97.402;86.679;129.676;239.036;248.304;270.071;223.0;215.821;548.382;902.0;1028.412;715.5;963.588;565.143;424.284;449.857;292.902;328.143;246.647
207;207;1292;inverno;207;4;258;485;5933;10489;3629;4020;2111;1804;127;967;7866;2.403;1.834;38.0;66.676;-19.5;98.942;88.25;130.382;239.5;249.42;279.0;223.169;217.75;547.527;977.75;1033.048;791.25;965.56;685.25;532.401;580.5;384.556;517.5;331.415
208;208;1297;primavera;215;5;304;483;5972;10489;3629;4048;2114;1808;127;977;7893;1.126;1.847;35.6;67.549;-18.8;99.837;86.4;131.005;235.2;247.447;279.0;223.377;214.8;547.019;957.8;1023.619;785.2;969.298;324.2;547.642;319.0;403.847;209.2;348.781
209;209;1303;primavera;170;3;362;483;5982;10489;3629;4087;2115;1818;127;983;7894;1.5;2.172;38.0;67.682;-19.0;101.247;88.0;129.894;239.0;247.329;279.0;223.882;217.0;549.294;977.0;1025.453;791.0;976.853;545.333;672.659;500.0;522.135;334.0;459.3
210;210;1307;estate;188;5;352;482;6045;10489;3629;4123;2115;1830;127;990;7923;1.65;1.754;38.0;67.383;-19.0;101.75;88.0;131.91;239.0;247.612;279.0;223.404;217.0;544.181;977.0;1029.92;791.0;982.91;570.2;531.005;550.0;388.064;384.0;315.931
211;211;1312;estate;129;2;370;481;6048;10489;3629;4168;2118;1837;127;1000;7923;1.5;1.99;38.0;66.705;-19.0;102.264;88.0;133.349;239.0;247.465;279.0;221.729;217.0;541.302;977.0;1032.372;791.0;987.682;482.5;615.465;500.0;462.14;334.0;392.085
212;212;1316;autunno;141;4;356;481;6072;10489;3629;4182;2118;1844;127;1001;7951;1.5;2.042;38.0;67.433;-19.0;100.078;88.0;134.184;239.0;248.234;279.0;221.688;217.0;545.071;977.0;1025.972;791.0;995.199;502.0;565.298;500.0;434.823;334.0;365.433
213;213;1319;autunno;89;1;302;481;6080;10489;3629;4221;2120;1853;127;1013;7952;1.5;2.12;38.0;69.685;-19.0;102.36;88.0;133.483;239.0;248.112;279.0;221.326;217.0;542.326;977.0;1036.506;791.0;1014.966;650.0;623.416;500.0;482.045;334.0;442.326
214;214;1322;inverno;120;7;296;490;6120;10489;3629;4235;2120;1855;127;1016;7976;0.964;1.693;38.0;69.4;-19.0;101.525;88.0;133.583;239.0;244.842;279.0;221.767;217.0;543.183;977.0;1042.5;791.0;1011.958;435.429;464.875;321.429;341.625;155.429;256.583
215;215;1325;inverno;92;4;283;509;6120;10489;3629;4254;2121;1859;127;1021;7978;1.5;2.154;38.0;68.761;-19.0;103.272;88.0;134.12;239.0;242.402;279.0;221.62;217.0;540.924;977.0;1054.565;791.0;1013.609;587.0;595.25;500.0;475.0;334.0;385.022
216;216;1329;primavera;99;11;292;508;6135;10489;3629;4263;2121;1864;127;1025;8001;1.295;2.043;38.0;68.646;-19.0;104.455;88.0;135.313;239.0;241.677;279.0;218.869;217.0;540.121;977.0;1051.253;791.0;1025.384;375.909;516.899;431.818;421.828;265.818;374.768
217;217;1332;primavera;77;7;340;508;6140;10489;3629;4280;2125;1864;127;1035;8001;1.5;2.291;38.0;68.87;-19.0;104.117;88.0;134.636;239.0;243.26;279.0;218.896;217.0;543.286;977.0;1052.792;791.0;1032.286;248.571;669.403;212.714;534.948;269.143;478.455
218;218;1336;estate;119;15;351;507;6191;10489;3629;4289;2125;1871;127;1038;8024;1.35;1.512;38.0;69.017;-19.0;107.513;88.0;135.882;239.0;245.958;279.0;218.311;217.0;536.571;977.0;1061.479;791.0;1040.739;356.467;403.42;297.4;286.597;253.733;208.622
219;219;1340;estate;111;8;365;514;6206;10489;3629;4307;2125;1873;127;1041;8031;2.062;1.76;38.0;69.369;-19.0;106.748;88.0;136.135;239.0;242.703;279.0;217.541;217.0;540.027;977.0;1076.739;791.0;1036.622;598.0;495.784;501.625;368.964;464.75;266.586
220;220;1344;autunno;114;11;337;512;6213;10489;3629;4311;2128;1877;127;1047;8055;1.295;1.956;38.0;69.351;-19.0;107.316;88.0;136.553;239.0;242.0;279.0;217.333;217.0;538.14;977.0;1080.965;791.0;1038.754;430.0;546.193;405.909;422.123;265.818;374.43
221;221;1348;autunno;103;6;312;517;6227;10489;3629;4324;2131;1879;127;1057;8057;1.75;2.044;38.0;69.728;-19.0;109.408;88.0;136.99;239.0;241.476;279.0;218.34;217.0;537.262;977.0;1084.136;791.0;1044.126;455.5;647.592;440.0;506.165;417.333;464.534
222;222;1352;inverno;127;10;310;516;6272;10489;3629;4348;2132;1885;127;1058;8084;1.5;1.61;38.0;70.213;-19.0;111.22;88.0;134.449;239.0;238.465;279.0;219.717;217.0;538.071;977.0;1092.937;791.0;1045.087;397.0;414.732;442.5;292.425;334.0;225.945
223;223;1356;inverno;112;7;292;516;6272;10489;3629;4356;2135;1888;127;1062;8084;1.929;2.155;38.0;70.661;-19.0;111.357;88.0;135.188;239.0;238.562;279.0;220.625;217.0;537.339;977.0;1092.054;791.0;1047.777;427.857;613.661;393.286;472.75;476.857;406.375
224;224;1360;primavera;120;15;311;516;6287;10489;3629;4370;2137;1890;127;1063;8104;1.15;2.217;38.0;71.442;-19.0;111.408;88.0;137.308;239.0;238.517;279.0;222.108;217.0;540.108;977.0;1089.308;791.0;1045.808;310.933;598.325;324.867;474.425;217.333;398.917
225;225;1365;primavera;98;18;347;523;6311;10496;3629;4396;2138;1892;127;1081;8107;1.265;1.909;38.333;70.592;-16.944;111.816;89.167;135.776;238.278;237.857;280.667;221.612;219.111;533.02;974.0;1104.592;790.556;1048.592;390.611;603.071;323.778;471.061;262.944;378.347
226;226;1371;estate;123;16;374;522;6351;10496;3630;4409;2140;1902;127;1083;8136;1.61;1.529;38.375;70.886;-16.5;113.724;89.375;135.268;238.125;239.016;280.938;222.61;219.5;528.358;973.438;1105.016;790.438;1054.301;535.5;411.724;481.562;295.325;343.188;230.537
227;227;1377;estate;125;10;384;521;6361;10496;3630;4416;2145;1902;127;1084;8137;2.101;2.033;39.3;71.176;-17.0;113.136;90.0;135.704;238.0;239.96;280.6;222.2;223.1;527.6;975.5;1102.68;795.5;1057.504;658.6;595.896;583.7;460.152;490.3;394.736
228;228;1382;autunno;147;6;364;520;6394;10496;3633;4428;2150;1910;127;1085;8163;0.75;1.932;39.0;70.646;-17.0;113.129;90.0;135.143;238.0;237.333;280.0;220.782;223.0;526.837;975.0;1110.544;795.0;1065.463;252.0;537.483;250.0;412.204;84.0;356.816
229;229;1386;autunno;112;6;324;519;6402;10496;3633;4454;2150;1915;127;1098;8163;1.5;2.087;39.0;70.696;-17.0;112.268;90.0;135.768;238.0;236.688;280.0;221.161;223.0;523.607;975.0;1115.205;795.0;1072.429;380.833;639.955;344.167;506.688;334.0;438.17
230;230;1390;inverno;142;11;295;517;6446;10496;3633;4467;2150;1924;127;1100;8188;1.568;1.714;39.0;72.472;-17.0;112.711;90.0;136.141;238.0;239.176;280.0;220.563;223.0;518.275;975.0;1120.739;795.0;1073.585;447.273;503.387;437.727;377.69;356.727;291.035
231;231;1395;inverno;119;7;277;523;6455;10496;3633;4492;2153;1924;127;1107;8189;2.143;1.993;39.0;72.42;-17.0;112.958;90.0;135.353;238.0;240.471;280.0;220.353;223.0;519.571;975.0;1134.345;795.0;1076.765;545.714;635.866;497.143;501.723;548.286;376.218
232;232;1399;primavera;139;7;288;523;6496;10496;3633;4509;2156;1931;127;1114;8219;1.607;1.613;39.0;72.367;-17.0;112.928;90.0;135.647;238.0;240.77;280.0;218.95;223.0;518.309;975.0;1137.259;795.0;1076.18;477.143;494.345;452.143;368.647;369.714;264.971
233;233;1402;primavera;127;3;345;524;6504;10496;3633;4523;2158;1933;127;1118;8221;2.5;2.031;39.0;72.819;-17.0;111.425;90.0;135.472;238.0;242.055;280.0;218.118;223.0;519.622;975.0;1135.969;795.0;1073.646;696.0;647.102;638.333;509.378;667.333;409.094
234;234;1406;estate;159;3;354;522;6553;10496;3633;4543;2160;1937;127;1121;8249;1.25;1.745;39.0;73.176;-17.0;111.686;90.0;135.736;238.0;241.855;280.0;216.975;223.0;518.843;975.0;1142.497;795.0;1079.39;345.667;501.201;416.667;370.214;250.667;289.642
235;235;1410;estate;145;0;380;522;6566;10496;3633;4563;2161;1938;127;1127;8251;0.0;2.11;39.0;74.069;-17.0;110.421;90.0;137.2;238.0;243.083;280.0;215.207;223.0;517.662;975.0;1147.69;795.0;1074.407;0.0;644.455;0.0;497.207;0.0;412.917
236;236;1414;autunno;155;5;343;521;6605;10496;3633;4580;2161;1954;127;1133;8276;0.75;1.798;39.0;74.394;-17.0;110.51;90.0;136.355;238.0;244.587;280.0;214.097;223.0;515.026;975.0;1139.142;795.0;1078.471;232.0;531.6;250.0;394.419;84.0;325.413
237;237;1418;autunno;154;2;299;545;6632;10496;3633;4595;2161;1956;127;1144;8279;1.5;1.891;39.0;74.136;-17.0;112.045;90.0;135.169;238.0;244.13;280.0;213.682;223.0;512.403;975.0;1136.442;795.0;1069.805;480.5;631.734;350.0;483.701;334.0;368.338
238;238;1422;inverno;170;8;289;554;6674;10496;3633;4620;2161;1963;127;1148;8303;0.937;1.737;39.0;75.771;-17.0;112.129;90.0;135.706;238.0;244.465;280.0;215.265;223.0;518.818;975.0;1130.812;795.0;1062.182;286.5;532.759;312.5;393.694;146.5;289.176
239;239;1426;inverno;141;5;275;571;6681;10496;3633;4642;2162;1967;127;1158;8305;1.5;2.025;39.0;75.922;-17.0;113.191;90.0;134.652;238.0;244.411;280.0;216.348;223.0;520.057;975.0;1130.319;795.0;1060.355;483.4;659.184;321.2;518.801;238.2;398.426
240;240;1431;primavera;181;5;316;570;6747;10496;3633;4665;2162;1977;127;1161;8337;1.95;1.648;39.0;75.779;-17.0;112.663;90.0;136.083;238.0;240.912;280.0;216.994;223.0;524.685;975.0;1127.348;795.0;1054.028;625.8;475.077;530.4;341.188;388.2;250.967
241;241;1436;primavera;155;2;340;583;6752;10496;3633;4679;2164;1982;127;1173;8338;3.0;1.989;39.0;75.548;-17.0;111.49;90.0;135.955;238.0;240.916;280.0;216.684;223.0;523.245;975.0;1125.006;795.0;1049.594;857.0;637.497;701.0;491.361;714.0;397.723
242;242;1440;estate;202;4;333;583;6817;10496;3634;4698;2165;1988;127;1176;8366;0.75;1.719;39.0;75.455;-17.0;110.802;90.0;136.153;238.0;240.158;280.0;216.03;223.0;525.708;975.0;1124.267;795.0;1041.505;332.5;512.748;250.0;377.094;84.0;272.822
243;243;1445;estate;181;1;368;579;6839;10496;3634;4723;2165;1995;127;1187;8369;1.5;1.953;39.0;76.624;-17.0;111.088;90.0;137.077;238.0;240.271;280.0;216.199;223.0;525.105;975.0;1133.265;795.0;1040.702;650.0;619.304;500.0;473.586;334.0;363.403
244;244;1449;autunno;192;5;331;579;6889;10496;3634;4752;2165;2007;127;1195;8396;1.05;1.697;39.0;76.682;-17.0;109.224;90.0;137.328;238.0;241.505;280.0;214.219;223.0;526.542;975.0;1134.484;795.0;1041.604;238.8;521.427;350.0;387.146;184.0;278.682
245;245;1454;autunno;164;1;304;582;6893;10496;3634;4769;2166;2009;127;1208;8399;1.5;2.096;39.0;76.659;-17.0;109.598;90.0;137.073;238.0;242.128;280.0;213.293;223.0;527.384;975.0;1136.762;795.0;1041.067;9.0;706.549;215.0;561.689;334.0;456.134
246;246;1458;inverno;206;1;300;586;6975;10496;3634;4801;2166;2022;127;1213;8430;0.75;1.607;39.0;75.597;-17.0;108.976;90.0;139.578;238.0;242.447;280.0;215.816;223.0;524.782;975.0;1129.563;795.0;1035.791;64.0;499.558;250.0;359.796;84.0;265.5
247;247;1462;inverno;171;1;274;585;6975;10496;3634;4825;2166;2027;127;1219;8430;1.5;2.078;39.0;75.135;-17.0;109.649;90.0;139.614;238.0;243.105;280.0;216.251;223.0;525.503;975.0;1130.38;795.0;1036.901;314.0;669.865;219.0;522.509;334.0;425.696
248;248;1466;primavera;201;2;299;585;7031;10496;3634;4848;2166;2038;127;1221;8459;1.5;1.87;39.0;74.697;-17.0;108.373;90.0;139.428;238.0;242.632;280.0;216.517;223.0;524.831;975.0;1125.791;795.0;1035.333;347.5;554.055;359.5;415.184;334.0;330.01
249;249;1471;primavera;158;2;326;585;7039;10496;3634;4876;2166;2047;127;1236;8459;2.25;2.154;39.0;74.228;-17.0;108.715;90.0;140.335;238.0;241.551;280.0;216.076;223.0;522.741;975.0;1129.943;795.0;1046.582;597.5;689.253;609.5;543.532;584.0;449.304
250;250;1476;estate;161;7;342;601;7086;10496;3634;4912;2167;2057;127;1244;8484;0.964;1.703;39.0;74.516;-17.0;106.54;90.0;141.006;238.0;240.18;280.0;216.453;223.0;521.609;975.0;1135.019;795.0;1038.031;362.571;516.72;321.429;382.876;155.429;301.404
251;251;1480;estate;138;4;343;600;7089;10496;3634;4925;2168;2064;127;1250;8486;1.5;2.185;39.0;74.246;-17.0;108.058;90.0;140.478;238.0;240.812;280.0;216.254;223.0;524.696;975.0;1142.964;795.0;1043.159;650.0;692.993;500.0;549.754;334.0;453.435
252;252;1485;autunno;158;7;303;611;7140;10496;3634;4949;2168;2074;127;1257;8515;1.607;1.72;39.0;75.722;-17.0;107.601;90.0;141.019;238.0;236.899;280.0;216.171;223.0;517.424;975.0;1140.93;795.0;1043.032;600.857;504.975;535.714;365.62;369.714;299.937
253;253;1489;autunno;143;2;274;616;7154;10496;3634;4964;2172;2084;127;1261;8516;1.5;2.061;39.0;76.629;-17.0;105.748;90.0;140.483;238.0;238.203;280.0;215.455;223.0;513.308;975.0;1140.559;795.0;1050.825;521.5;624.105;500.0;479.42;334.0;386.434
254;254;1493;inverno;180;6;257;618;7215;10496;3634;4979;2172;2090;127;1274;8542;1.25;1.647;39.0;77.006;-17.0;103.383;90.0;141.739;238.0;236.106;280.0;216.194;223.0;514.044;975.0;1144.256;795.0;1048.217;427.5;524.978;416.667;386.317;250.667;272.9
255;255;1498;inverno;152;2;248;625;7220;10496;3634;5002;2174;2092;127;1282;8544;1.5;2.05;39.0;77.678;-17.0;101.421;90.0;143.079;238.0;236.178;280.0;216.355;223.0;512.546;975.0;1146.382;795.0;1044.428;82.5;681.25;107.5;537.105;334.0;438.217
256;256;1502;primavera;178;2;294;622;7273;10496;3634;5024;2174;2104;127;1285;8575;1.5;1.771;39.0;77.556;-17.0;98.972;90.0;142.803;238.0;239.185;280.0;217.202;223.0;513.652;975.0;1152.079;795.0;1052.0;277.5;526.77;356.0;396.972;334.0;313.062
257;257;1506;primavera;152;1;333;622;7290;10496;3634;5044;2174;2115;127;1297;8576;3.0;1.934;39.0;77.697;-17.0;101.441;90.0;143.921;238.0;239.803;280.0;215.888;223.0;514.638;975.0;1150.855;795.0;1055.243;656.0;632.757;712.0;490.737;834.0;399.118
258;258;1510;estate;177;4;338;621;7340;10496;3634;5062;2175;2129;127;1300;8604;0.75;1.705;39.0;77.424;-17.0;102.949;90.0;142.814;238.0;241.192;280.0;216.684;223.0;513.61;975.0;1153.158;795.0;1053.356;316.0;510.938;250.0;372.588;84.0;296.797
259;259;1515;estate;159;3;369;621;7350;10496;3634;5078;2175;2132;127;1309;8605;1.5;2.083;39.0;77.277;-17.0;102.748;90.0;143.459;238.0;242.535;280.0;215.101;223.0;513.635;975.0;1158.113;795.0;1054.61;538.0;672.906;403.333;529.95;334.0;429.994
260;260;1520;autunno;180;6;324;620;7408;10496;3634;5106;2175;2146;127;1314;8635;1.5;1.646;39.0;77.133;-17.0;104.839;90.0;143.011;238.0;241.961;280.0;213.739;223.0;509.689;975.0;1168.767;795.0;1043.978;537.833;497.928;451.667;356.211;334.0;275.75
261;261;1525;autunno;181;2;269;628;7426;10496;3634;5110;2177;2154;127;1319;8637;2.25;2.054;39.0;77.193;-17.0;102.867;90.0;144.282;238.0;242.862;280.0;213.652;223.0;508.398;975.0;1170.448;795.0;1045.956;732.0;666.033;605.0;515.26;584.0;403.022
262;262;1529;inverno;194;2;269;637;7480;10496;3634;5145;2178;2165;127;1325;8668;1.5;1.764;39.0;78.052;-17.0;101.351;90.0;147.309;238.0;241.582;280.0;209.521;223.0;505.299;975.0;1168.33;795.0;1037.464;650.0;531.134;500.0;388.773;334.0;309.531
