;Unnamed: 0;tempo;stagione;num_volpi;num_conigli;num_carota;num_pozzanghera;numero_volpi_nate;numero_conigli_nati;numero_conigli_morti_fame;numero_volpi_morti_fame;numero_conigli_morti_sete;numero_volpi_morti_sete;numero_conigli_morti_vecchiaia;numero_volpi_morti_vecchiaia;numero_conigli_cacciati;eta_media_conigli;eta_media_volpi;percezione_media_conigli;percezione_media_volpi;velocita_camminata_media_conigli;velocita_camminata_media_volpi;velocita_corsa_media_conigli;velocita_corsa_media_volpi;soglia_fame_media_conigli;soglia_fame_media_volpi;soglia_sete_media_conigli;soglia_sete_media_volpi;soglia_fertilita_media_conigli;soglia_fertilita_media_volpi;soglia_morte_di_fame_media_conigli;soglia_morte_di_fame_media_volpi;soglia_morte_di_sete_media_conigli;soglia_morte_di_sete_media_volpi;media_fame_conigli;media_fame_volpi;media_sete_conigli;media_sete_volpi;media_fertilita_conigli;media_fertilita_volpi
263;263;1533;inverno;167;1;251;646;7480;10496;3634;5154;2179;2174;127;1334;8668;1.5;2.279;39.0;78.186;-17.0;101.371;90.0;147.82;238.0;241.072;280.0;209.994;223.0;504.365;975.0;1169.928;795.0;1038.707;650.0;727.311;500.0;575.24;334.0;506.784
264;264;1537;primavera;172;2;294;643;7534;10496;3634;5179;2179;2196;127;1346;8697;1.5;1.759;39.0;77.0;-17.0;99.262;90.0;149.645;238.0;240.558;280.0;208.75;223.0;505.628;975.0;1168.948;795.0;1029.791;650.0;529.023;500.0;384.75;334.0;317.529
265;265;1541;primavera;161;1;355;642;7547;10496;3634;5189;2180;2203;127;1354;8697;1.5;2.144;39.0;76.646;-17.0;98.925;90.0;151.006;238.0;240.652;280.0;207.323;223.0;503.373;975.0;1176.876;795.0;1022.994;170.0;699.255;162.0;544.211;334.0;456.733
266;266;1546;estate;169;5;357;640;7597;10496;3634;5213;2180;2227;127;1358;8727;1.05;1.738;39.0;75.763;-17.0;98.994;90.0;153.627;238.0;242.71;280.0;207.893;223.0;500.166;975.0;1175.811;795.0;1026.574;192.8;508.343;282.4;361.793;184.0;280.178
267;267;1551;estate;158;3;360;639;7601;10496;3634;5215;2180;2231;127;1367;8729;2.0;2.244;39.0;75.601;-17.0;98.601;90.0;152.854;238.0;243.089;280.0;206.601;223.0;501.038;975.0;1173.032;795.0;1027.759;546.333;717.937;554.0;564.316;500.667;469.082
268;268;1555;autunno;187;4;323;649;7671;10496;3634;5237;2181;2250;127;1377;8759;1.5;1.656;39.0;75.877;-17.0;97.882;90.0;155.46;238.0;244.353;280.0;206.273;223.0;493.439;975.0;1169.588;795.0;1028.262;485.75;490.594;500.0;340.92;334.0;248.631
269;269;1560;autunno;184;1;295;655;7684;10496;3634;5242;2183;2255;127;1383;8760;1.5;2.103;39.0;75.712;-17.0;98.071;90.0;155.299;238.0;245.337;280.0;207.728;223.0;493.234;975.0;1171.413;795.0;1025.859;324.0;668.967;201.0;511.734;334.0;409.707
270;270;1565;inverno;183;5;279;652;7725;10496;3634;5258;2183;2283;127;1391;8786;1.05;1.901;39.0;76.929;-17.0;98.301;90.0;156.366;238.0;246.699;280.0;206.191;223.0;491.355;975.0;1174.454;795.0;1035.645;270.8;573.601;290.2;418.781;184.0;332.126
271;271;1570;inverno;170;4;285;670;7743;10496;3634;5267;2183;2292;127;1404;8787;1.875;2.176;39.0;78.059;-17.0;98.594;90.0;154.6;238.0;247.447;280.0;206.876;223.0;491.153;975.0;1178.553;795.0;1042.141;508.0;726.924;477.0;571.029;459.0;449.059
272;272;1575;primavera;192;5;341;669;7815;10496;3634;5297;2184;2313;127;1413;8815;1.65;1.559;39.0;78.276;-17.0;97.948;90.0;155.594;238.0;248.464;280.0;205.208;223.0;489.792;975.0;1186.115;795.0;1043.807;500.6;495.562;491.4;332.656;384.0;243.797
273;273;1580;primavera;191;3;367;669;7830;10496;3634;5301;2186;2319;127;1419;8815;2.0;2.03;39.0;77.969;-17.0;97.995;90.0;155.717;238.0;249.209;280.0;204.906;223.0;488.963;975.0;1188.147;795.0;1046.293;569.0;685.387;569.0;523.853;500.667;396.513
274;274;1586;estate;188;4;376;684;7875;10496;3634;5333;2187;2338;127;1426;8843;1.5;1.779;39.0;77.814;-17.0;95.973;90.0;155.585;238.0;249.479;280.0;204.197;223.0;488.346;975.0;1185.176;795.0;1042.548;450.25;563.521;500.0;411.968;334.0;309.048
275;275;1591;estate;170;2;367;684;7884;10496;3634;5342;2189;2346;127;1436;8843;1.5;2.18;39.0;77.576;-17.0;96.082;90.0;155.488;238.0;249.753;280.0;204.812;223.0;487.012;975.0;1190.618;795.0;1043.806;248.5;745.935;354.0;592.741;334.0;481.147
276;276;1595;autunno;196;3;322;687;7959;10496;3634;5365;2189;2374;127;1444;8874;1.75;1.62;39.0;77.607;-17.0;96.117;90.0;156.485;238.0;248.571;280.0;204.765;223.0;485.015;975.0;1195.944;795.0;1042.133;381.333;515.056;486.0;370.403;417.333;290.0
277;277;1600;autunno;175;1;283;687;7966;10496;3634;5379;2190;2383;127;1449;8875;3.0;2.064;39.0;77.6;-17.0;96.829;90.0;157.446;238.0;249.206;280.0;205.537;223.0;484.274;975.0;1194.206;795.0;1036.977;652.0;672.103;708.0;512.817;834.0;416.034
278;278;1604;inverno;204;1;270;694;8028;10496;3634;5398;2191;2403;127;1453;8905;0.75;1.799;39.0;77.931;-17.0;97.225;90.0;159.338;238.0;248.819;280.0;204.314;223.0;478.5;975.0;1197.377;795.0;1043.907;68.0;533.775;250.0;376.49;84.0;301.789
279;279;1609;inverno;193;0;285;701;8044;10496;3634;5404;2191;2407;127;1470;8906;0.0;2.097;39.0;77.523;-17.0;97.233;90.0;158.824;238.0;249.378;280.0;204.135;223.0;477.694;975.0;1198.58;795.0;1039.275;0.0;713.181;0.0;552.497;0.0;453.342
280;280;1613;primavera;203;1;335;706;8107;10496;3634;5436;2191;2432;127;1476;8938;0.75;1.721;39.0;78.005;-17.0;95.916;90.0;157.921;238.0;249.325;280.0;204.187;223.0;475.631;975.0;1184.64;795.0;1039.527;400.0;530.197;250.0;378.67;84.0;291.537
281;281;1618;primavera;183;0;398;706;8110;10496;3634;5444;2191;2439;127;1484;8939;0.0;2.247;39.0;77.896;-17.0;95.705;90.0;156.896;238.0;249.749;280.0;204.148;223.0;475.077;975.0;1190.557;795.0;1041.481;0.0;731.503;0.0;573.202;0.0;468.836
282;282;1623;estate;195;1;411;702;8174;10496;3634;5464;2191;2471;127;1494;8970;0.75;1.753;39.0;78.738;-17.0;96.564;90.0;156.369;238.0;248.256;280.0;203.467;223.0;477.682;975.0;1180.964;795.0;1041.108;63.0;528.164;250.0;374.928;84.0;296.267
