;Unnamed: 0;evoluzione;reinserimento;probabilita_riproduzione_carote;quantita_acqua_pozzanghera;tempo;stagione;num_volpi;num_conigli;num_carota;num_pozzanghera;numero_volpi_nate;numero_conigli_nati;numero_conigli_morti_fame;numero_volpi_morti_fame;numero_conigli_morti_sete;numero_volpi_morti_sete;numero_conigli_morti_vecchiaia;numero_volpi_morti_vecchiaia;numero_conigli_cacciati;eta_media_conigli;eta_media_volpi;percezione_media_conigli;percezione_media_volpi;velocita_camminata_media_conigli;velocita_camminata_media_volpi;velocita_corsa_media_conigli;velocita_corsa_media_volpi;soglia_fame_media_conigli;soglia_fame_media_volpi;soglia_sete_media_conigli;soglia_sete_media_volpi;soglia_fertilita_media_conigli;soglia_fertilita_media_volpi;soglia_morte_di_fame_media_conigli;soglia_morte_di_fame_media_volpi;soglia_morte_di_sete_media_conigli;soglia_morte_di_sete_media_volpi;media_fame_conigli;media_fame_volpi;media_sete_conigli;media_sete_volpi;media_fertilita_conigli;media_fertilita_volpi
188;188;True;True;0.0005;3;6984;autunno;4800;18;57;63;20010;63844;20131;9475;11245;4040;305;2698;35633;0.003;1.843;82.0;55.338;128.0;55.689;87.0;120.309;255.0;210.247;224.0;207.247;144.0;525.534;876.0;998.128;875.0;871.104;151.0;408.042;1.0;288.809;0.0;328.041
189;189;True;True;0.0005;3;7362;autunno;4676;0;91;63;20048;63844;20131;9484;11245;4051;305;2840;35655;0.0;2.49;82.0;55.266;128.0;55.571;87.0;120.248;255.0;210.211;224.0;207.152;144.0;525.402;876.0;998.152;875.0;871.282;0.0;652.391;0.0;508.336;0.0;566.592
190;190;True;True;0.0005;3;7657;inverno;2681;26;125;66;20048;63844;20131;10260;11245;4942;305;3179;35659;0.003;2.995;82.0;55.439;128.0;55.796;87.0;120.555;255.0;208.483;224.0;207.762;144.0;524.593;876.0;1017.674;875.0;892.869;151.0;863.435;1.0;666.841;0.0;782.529
191;191;True;True;0.0005;3;7703;inverno;432;0;193;70;20217;63844;20131;11701;11245;5865;305;3242;35699;0.0;2.191;82.0;56.539;128.0;55.076;87.0;121.968;255.0;205.759;224.0;207.294;144.0;525.405;876.0;1055.653;875.0;902.838;0.0;624.326;0.0;400.898;0.0;465.495
192;192;True;True;0.0005;3;7708;primavera;240;30;262;70;20217;63844;20131;11837;11245;5921;305;3255;35699;0.003;1.752;82.0;57.462;128.0;52.792;87.0;121.017;255.0;207.113;224.0;204.946;144.0;524.688;876.0;1034.875;875.0;913.404;151.0;556.779;1.0;417.292;0.0;307.175
193;193;True;True;0.0005;3;7712;primavera;218;0;363;70;20226;63844;20131;11844;11245;5925;305;3275;35729;0.0;2.085;82.0;58.28;128.0;52.459;87.0;121.349;255.0;207.142;224.0;204.138;144.0;524.087;876.0;1037.115;875.0;911.821;0.0;687.514;0.0;556.271;0.0;456.092
194;194;True;True;0.0005;3;7715;estate;105;29;431;71;20234;63844;20131;11915;11245;5971;305;3289;35730;0.003;2.056;82.0;59.619;128.0;51.933;87.0;122.114;255.0;204.667;224.0;206.01;144.0;525.543;876.0;1067.343;875.0;931.562;151.0;681.571;1.0;558.01;0.0;493.238
195;195;True;True;0.0005;3;7717;estate;77;9;487;120;20247;63844;20131;11940;11245;5988;305;3289;35750;0.753;2.07;82.0;60.571;128.0;51.532;87.0;123.0;255.0;207.208;224.0;206.74;144.0;516.61;876.0;1051.662;875.0;918.468;83.333;505.883;225.444;408.39;85.0;416.26
196;196;True;True;0.0005;3;7719;autunno;67;33;562;157;20250;63844;20131;11943;11245;6006;305;3291;35756;0.139;1.978;82.0;61.015;128.0;52.134;87.0;121.97;255.0;207.463;224.0;208.0;144.0;512.672;876.0;1054.03;875.0;924.015;140.303;506.687;22.727;391.06;30.455;387.776
197;197;True;True;0.0005;3;7721;autunno;79;19;556;174;20277;63851;20131;11947;11245;6014;305;3294;35777;0.832;1.568;81.789;61.063;127.895;49.595;89.105;124.304;254.947;207.418;225.053;207.177;146.158;518.139;884.158;1047.696;868.053;931.051;152.474;392.734;183.526;286.797;91.158;270.456
198;198;True;True;0.0005;3;7723;inverno;93;33;578;172;20291;63851;20131;11952;11245;6015;305;3298;35793;0.177;1.581;81.152;60.505;127.03;50.914;88.636;124.29;253.909;208.022;225.061;207.398;145.758;519.645;882.909;1040.204;870.545;927.323;147.727;408.355;26.0;303.344;38.091;270.011
199;199;True;True;0.0005;3;7726;inverno;87;12;597;178;20300;63851;20131;11955;11245;6025;305;3300;35814;0.753;1.844;81.0;61.057;127.0;51.644;89.0;123.897;254.0;207.782;225.0;206.379;146.0;521.701;884.0;1039.517;868.0;932.908;122.667;438.287;108.5;361.264;85.0;361.253
200;200;True;True;0.0005;3;7728;primavera;97;30;609;174;20311;63851;20131;11960;11245;6028;305;3303;35826;0.003;1.911;81.0;60.505;127.0;50.804;89.0;124.165;254.0;206.247;225.0;205.515;146.0;520.103;884.0;1048.237;868.0;933.474;151.0;492.979;1.0;389.268;0.0;414.021
201;201;True;True;0.0005;3;7731;primavera;118;7;653;180;20350;63851;20131;11965;11245;6037;305;3307;35849;0.753;1.693;81.0;62.636;127.0;53.093;89.0;124.11;254.0;207.763;225.0;204.517;146.0;526.508;884.0;1049.932;868.0;937.398;127.857;430.068;182.857;318.915;85.0;273.305
202;202;True;True;0.0005;3;7734;estate;113;29;709;178;20358;63854;20131;11975;11245;6046;305;3311;35860;0.055;1.816;81.0;64.009;127.0;53.195;89.0;123.434;254.0;207.991;225.0;204.009;146.0;526.549;884.0;1052.867;868.0;942.416;148.172;475.841;9.138;381.965;11.552;317.08
203;203;True;True;0.0005;3;7737;estate;117;5;756;174;20374;63854;20131;11978;11245;6052;305;3314;35885;0.753;2.091;81.0;63.701;127.0;54.59;89.0;123.496;254.0;206.923;225.0;203.316;146.0;529.12;884.0;1054.744;868.0;946.513;128.6;503.701;155.0;421.256;85.0;368.299
204;204;True;True;0.0005;3;7739;autunno;107;30;813;172;20393;63854;20131;11994;11245;6065;305;3324;35890;0.003;1.766;81.0;63.692;127.0;56.664;89.0;125.178;254.0;206.813;225.0;204.449;146.0;530.28;884.0;1058.252;868.0;954.009;151.0;496.047;1.0;386.458;0.0;339.738
205;205;True;True;0.0005;3;7742;autunno;117;3;813;175;20423;63854;20131;12004;11245;6070;305;3329;35917;0.753;1.709;81.0;62.974;127.0;58.513;89.0;124.624;254.0;205.846;225.0;204.974;146.0;533.855;884.0;1061.957;868.0;950.573;131.667;438.709;170.333;335.026;85.0;266.59
206;206;True;True;0.0005;3;7745;inverno;111;31;817;172;20426;63854;20131;12015;11245;6076;305;3331;35919;0.051;2.0;81.0;62.982;127.0;58.225;89.0;124.207;254.0;205.64;225.0;205.847;146.0;535.288;884.0;1061.838;868.0;952.667;149.387;560.631;7.645;446.82;10.806;371.541
207;207;True;True;0.0005;3;7748;inverno;128;7;794;177;20467;63854;20131;12023;11245;6086;305;3337;35943;0.753;1.725;81.0;64.516;127.0;59.258;89.0;126.562;254.0;206.781;225.0;207.086;146.0;540.062;884.0;1063.93;868.0;959.977;123.429;472.07;111.286;363.906;85.0;286.703
208;208;True;True;0.0005;3;7751;primavera;119;31;776;175;20473;63854;20131;12038;11245;6089;305;3344;35949;0.051;1.856;81.0;64.664;127.0;60.092;89.0;125.756;254.0;207.496;225.0;207.723;146.0;537.681;884.0;1062.403;868.0;963.244;150.065;540.202;9.065;424.202;10.806;369.42
209;209;True;True;0.0005;3;7754;primavera;108;7;802;170;20488;63854;20131;12050;11245;6099;305;3348;35973;0.967;1.986;81.0;65.074;127.0;61.537;89.0;126.815;254.0;209.25;225.0;209.815;146.0;539.398;884.0;1051.472;868.0;962.481;106.857;513.019;174.571;417.056;156.429;378.935
210;210;True;True;0.0005;3;7757;estate;106;30;831;170;20505;63854;20131;12064;11245;6109;305;3353;35980;0.003;1.877;81.0;63.642;127.0;62.226;89.0;125.934;254.0;208.019;225.0;210.868;146.0;533.142;884.0;1049.849;868.0;965.689;151.0;526.632;1.0;417.623;0.0;380.142
211;211;True;True;0.0005;3;7760;estate;111;6;847;163;20528;63854;20131;12074;11245;6115;305;3357;36004;0.753;1.958;81.0;64.36;127.0;63.378;89.0;127.64;254.0;209.468;225.0;211.09;146.0;533.847;884.0;1050.703;868.0;970.018;125.333;487.901;132.667;395.36;85.0;363.775
212;212;True;True;0.0005;3;7763;autunno;95;30;884;166;20533;63854;20131;12092;11245;6121;305;3364;36010;0.003;1.996;81.0;64.758;127.0;64.095;89.0;128.621;254.0;210.368;225.0;211.621;146.0;534.884;884.0;1060.895;868.0;980.474;151.0;509.2;1.0;396.789;0.0;375.663
213;213;True;True;0.0005;3;7766;autunno;87;10;886;182;20544;63854;20131;12105;11245;6123;305;3368;36030;0.753;2.224;81.0;64.908;127.0;63.379;89.0;131.299;254.0;209.862;225.0;209.69;146.0;531.678;884.0;1066.368;868.0;981.54;116.7;524.08;154.2;425.184;85.0;412.103
214;214;True;True;0.0005;3;7769;inverno;87;55;865;199;20561;63885;20131;12118;11245;6127;305;3378;36046;0.21;1.809;80.655;65.08;126.582;64.782;88.691;130.379;254.018;208.529;223.418;211.322;146.582;533.402;886.0;1062.931;869.109;1000.069;174.836;429.586;56.491;371.057;5.636;338.379
215;215;True;True;0.0005;3;7772;inverno;121;51;843;204;20606;63936;20131;12121;11245;6130;305;3383;36102;0.37;1.572;79.588;64.917;128.235;65.719;83.863;131.95;251.588;205.992;226.196;211.281;126.078;530.488;859.353;1069.091;897.373;995.306;169.529;285.76;78.412;225.198;15.529;208.446
216;216;True;True;0.0005;3;7776;primavera;184;33;796;201;20669;63956;20131;12124;11245;6132;305;3388;36171;0.085;1.463;78.545;65.011;127.303;65.815;84.394;132.391;251.636;206.62;226.909;212.614;125.455;530.266;855.303;1065.723;901.152;996.011;145.212;277.022;14.182;195.054;7.242;183.272
217;217;True;True;0.0005;3;7781;primavera;198;0;808;197;20695;63956;20131;12126;11245;6133;305;3397;36204;0.0;1.822;78.0;65.621;127.0;65.869;84.0;131.328;251.0;206.949;226.0;212.379;125.0;529.566;855.0;1064.652;901.0;999.328;0.0;415.273;0.0;308.864;0.0;314.768
218;218;True;True;0.0005;3;7786;estate;192;28;826;205;20703;63956;20131;12132;11245;6137;305;3411;36206;0.003;2.112;78.0;65.911;127.0;64.865;84.0;131.292;251.0;206.125;226.0;212.401;125.0;526.88;855.0;1060.51;901.0;996.552;151.0;589.307;1.0;478.672;0.0;465.922
219;219;True;True;0.0005;3;7791;estate;223;0;826;202;20774;63956;20131;12156;11245;6145;305;3419;36235;0.0;1.965;78.0;66.345;127.0;65.274;84.0;132.471;251.0;206.381;226.0;211.256;125.0;525.04;855.0;1070.489;901.0;997.928;0.0;552.439;0.0;440.973;0.0;365.206
220;220;True;True;0.0005;3;7796;autunno;175;30;882;255;20785;63956;20131;12205;11245;6159;305;3425;36235;0.003;1.998;78.0;66.554;127.0;65.926;84.0;134.863;251.0;206.531;226.0;210.846;125.0;524.971;855.0;1078.44;901.0;995.811;151.0;601.749;1.0;482.394;0.0;394.131
221;221;True;True;0.0005;3;7800;autunno;171;1;857;254;20823;63956;20131;12224;11245;6175;305;3432;36269;0.753;1.872;78.0;66.158;127.0;67.532;84.0;135.936;251.0;206.298;226.0;209.298;125.0;525.088;855.0;1075.842;901.0;992.632;132.0;534.48;12.0;416.187;85.0;335.281
222;222;True;True;0.0005;3;7804;inverno;140;30;873;265;20828;63956;20131;12251;11245;6185;305;3441;36270;0.003;2.08;78.0;66.386;127.0;67.4;84.0;136.157;251.0;206.929;226.0;208.329;125.0;525.686;855.0;1084.743;901.0;1000.6;151.0;637.079;1.0;516.193;0.0;445.329
223;223;True;True;0.0005;3;7808;inverno;139;0;878;270;20871;63956;20131;12274;11245;6198;305;3450;36301;0.0;1.717;78.0;66.338;127.0;67.662;84.0;135.245;251.0;206.748;226.0;211.058;125.0;531.252;855.0;1080.173;901.0;994.942;0.0;473.173;0.0;359.849;0.0;300.942
224;224;True;True;0.0005;3;7812;primavera;136;29;905;273;20884;63956;20131;12291;11245;6205;305;3452;36302;0.003;1.989;78.0;66.294;127.0;66.61;84.0;136.051;251.0;208.037;226.0;211.875;125.0;530.022;855.0;1088.801;901.0;1007.309;151.0;573.221;1.0;458.882;0.0;373.015
225;225;True;True;0.0005;3;7816;primavera;137;0;962;268;20915;63956;20131;12303;11245;6216;305;3459;36336;0.0;1.89;78.0;67.204;127.0;67.387;84.0;135.912;251.0;208.416;226.0;212.277;125.0;534.701;855.0;1089.146;901.0;1004.299;0.0;489.46;0.0;389.372;0.0;305.474
226;226;True;True;0.0005;3;7820;estate;117;30;976;268;20919;63956;20131;12317;11245;6222;305;3473;36336;0.003;1.942;78.0;67.838;127.0;66.573;84.0;134.983;251.0;208.957;226.0;211.906;125.0;537.248;855.0;1095.598;901.0;1005.923;151.0;593.795;1.0;475.94;0.0;399.496
227;227;True;True;0.0005;3;7823;estate;141;4;1008;266;20970;63956;20131;12333;11245;6231;305;3476;36362;0.753;1.684;78.0;68.291;127.0;68.035;84.0;135.411;251.0;212.128;226.0;214.312;125.0;536.901;855.0;1097.475;901.0;1001.78;136.0;453.17;68.5;342.128;85.0;255.163
228;228;True;True;0.0005;3;7828;autunno;133;30;1024;265;20979;63956;20131;12352;11245;6233;305;3482;36366;0.003;1.861;78.0;68.165;127.0;66.135;84.0;136.211;251.0;214.158;226.0;214.677;125.0;535.865;855.0;1104.474;901.0;1005.444;151.0;551.669;1.0;437.94;0.0;333.481
229;229;True;True;0.0005;3;7831;autunno;145;1;972;259;21013;63956;20131;12358;11245;6245;305;3486;36396;0.753;1.826;78.0;68.076;127.0;65.786;84.0;137.248;251.0;214.634;226.0;215.745;125.0;535.648;855.0;1106.786;901.0;998.483;128.0;499.828;251.0;382.655;85.0;318.041
230;230;True;True;0.0005;3;7835;inverno;128;30;940;259;21021;63956;20131;12378;11245;6249;305;3497;36397;0.003;1.914;78.0;67.328;127.0;68.438;84.0;136.766;251.0;214.977;226.0;216.523;125.0;537.828;855.0;1115.633;901.0;994.539;151.0;601.648;1.0;477.953;0.0;396.141
231;231;True;True;0.0005;3;7838;inverno;130;3;906;254;21056;63956;20131;12391;11245;6264;305;3502;36424;0.753;1.705;78.0;67.892;127.0;67.1;84.0;134.985;251.0;212.692;226.0;215.685;125.0;538.231;855.0;1101.562;901.0;999.092;109.333;474.408;251.0;360.277;85.0;301.346
232;232;True;True;0.0005;3;7842;primavera;119;29;880;263;21059;63956;20131;12406;11245;6270;305;3505;36428;0.003;1.961;78.0;67.538;127.0;67.378;84.0;134.193;251.0;211.891;226.0;215.504;125.0;538.176;855.0;1100.798;901.0;998.697;151.0;573.933;1.0;460.235;0.0;398.134
233;233;True;True;0.0005;3;7845;primavera;121;1;880;273;21086;63956;20131;12416;11245;6282;305;3509;36457;0.753;1.881;78.0;67.05;127.0;68.76;84.0;136.43;251.0;210.744;226.0;214.992;125.0;539.017;855.0;1106.223;901.0;992.942;116.0;489.785;4.0;384.157;85.0;344.818
234;234;True;True;0.0005;3;7849;estate;117;30;863;273;21103;63956;20131;12430;11245;6292;305;3516;36458;0.003;1.815;78.0;67.103;127.0;68.983;84.0;136.607;251.0;211.829;226.0;214.923;125.0;538.821;855.0;1104.564;901.0;997.282;151.0;556.684;1.0;439.222;0.0;367.239
235;235;True;True;0.0005;3;7852;estate;118;5;892;271;21123;63956;20131;12442;11245;6299;305;3516;36484;0.753;1.994;78.0;67.449;127.0;69.237;84.0;137.712;251.0;212.229;226.0;214.814;125.0;538.525;855.0;1105.347;901.0;1004.398;112.2;513.5;202.2;419.271;85.0;384.661
236;236;True;True;0.0005;3;7856;autunno;125;30;922;271;21148;63956;20131;12454;11245;6308;305;3523;36490;0.003;1.797;78.0;67.152;127.0;70.488;84.0;137.472;251.0;213.288;226.0;217.544;125.0;538.176;855.0;1103.504;901.0;1005.216;151.0;525.52;1.0;410.2;0.0;332.016
237;237;True;True;0.0005;3;7859;autunno;138;3;889;271;21184;63956;20131;12461;11245;6317;305;3530;36518;0.753;1.728;78.0;67.42;127.0;70.928;84.0;135.304;251.0;214.862;226.0;217.964;125.0;529.92;855.0;1096.21;901.0;1011.21;111.667;450.609;11.667;346.841;85.0;260.464
238;238;True;True;0.0005;3;7863;inverno;145;30;885;272;21205;63956;20131;12474;11245;6320;305;3538;36521;0.003;1.788;78.0;67.724;127.0;73.124;84.0;135.724;251.0;215.655;226.0;219.152;125.0;531.766;855.0;1089.483;901.0;998.772;151.0;538.676;1.0;418.034;0.0;322.352
239;239;True;True;0.0005;3;7867;inverno;161;1;847;269;21242;63956;20131;12484;11245;6326;305;3543;36552;0.753;1.874;78.0;68.143;127.0;72.944;84.0;134.155;251.0;216.13;226.0;219.186;125.0;532.658;855.0;1085.161;901.0;998.447;133.0;515.516;251.0;402.255;85.0;315.907
240;240;True;True;0.0005;3;7872;primavera;138;30;852;288;21249;63956;20131;12502;11245;6334;305;3557;36553;0.003;1.927;78.0;68.819;127.0;72.899;84.0;133.681;251.0;217.022;226.0;218.399;125.0;530.123;855.0;1085.87;901.0;998.319;151.0;618.341;1.0;492.797;0.0;413.971
241;241;True;True;0.0005;3;7875;primavera;128;5;887;288;21280;63956;20131;12529;11245;6344;305;3561;36578;0.753;1.817;78.0;68.586;127.0;73.289;84.0;134.148;251.0;214.68;226.0;218.625;125.0;534.992;855.0;1088.18;901.0;987.047;133.0;514.75;103.6;404.203;85.0;312.305
242;242;True;True;0.0005;3;7879;estate;128;29;910;297;21297;63956;20131;12544;11245;6350;305;3567;36585;0.003;1.885;78.0;68.609;127.0;71.367;84.0;134.117;251.0;214.805;226.0;217.117;125.0;532.234;855.0;1085.805;901.0;985.953;151.0;567.992;1.0;451.781;0.0;371.461
243;243;True;True;0.0005;3;7883;estate;114;4;941;343;21316;63956;20131;12563;11245;6360;305;3571;36610;0.753;1.876;78.0;68.675;127.0;70.798;84.0;133.272;251.0;214.86;226.0;218.149;125.0;533.325;855.0;1080.825;901.0;982.158;125.0;501.623;69.75;394.842;85.0;331.088
244;244;True;True;0.0005;3;7887;autunno;113;30;971;343;21327;63956;20131;12576;11245;6366;305;3574;36614;0.003;1.996;78.0;69.522;127.0;68.239;84.0;132.858;251.0;215.478;226.0;214.761;125.0;528.876;855.0;1080.841;901.0;987.018;151.0;572.097;1.0;456.522;0.0;390.575
245;245;True;True;0.0005;3;7890;autunno;108;4;966;349;21357;63956;20131;12592;11245;6378;305;3581;36641;0.753;1.734;78.0;68.991;127.0;66.583;84.0;131.639;251.0;214.861;226.0;214.787;125.0;528.546;855.0;1083.028;901.0;999.13;137.25;425.194;70.5;331.898;85.0;258.602
246;246;True;True;0.0005;3;7894;inverno;121;31;962;348;21378;63966;20131;12597;11245;6383;305;3589;36654;0.031;1.638;77.968;68.579;127.355;66.934;83.613;132.463;252.194;213.777;225.806;214.066;125.71;527.562;850.613;1071.612;905.226;999.893;151.742;456.785;10.484;359.033;0.0;282.008
247;247;True;True;0.0005;3;7898;inverno;156;2;929;345;21425;63966;20131;12601;11245;6390;305;3590;36683;0.753;1.686;78.0;68.769;127.0;68.795;84.0;132.147;251.0;214.59;226.0;215.821;125.0;530.583;855.0;1076.737;901.0;992.064;125.0;446.667;251.0;339.891;85.0;272.032
248;248;True;True;0.0005;3;7903;primavera;148;30;898;347;21430;63966;20131;12612;11245;6394;305;3598;36686;0.003;1.975;78.0;68.966;127.0;68.655;84.0;131.824;251.0;213.986;226.0;215.52;125.0;531.02;855.0;1083.811;901.0;995.25;151.0;591.622;1.0;477.277;0.0;408.541
249;249;True;True;0.0005;3;7908;primavera;192;0;933;346;21505;63966;20131;12630;11245;6402;305;3603;36718;0.0;1.619;78.0;68.938;127.0;68.729;84.0;132.979;251.0;215.604;226.0;215.073;125.0;528.995;855.0;1088.307;901.0;999.958;0.0;466.474;0.0;348.328;0.0;248.052
250;250;True;True;0.0005;3;7913;estate;170;30;949;346;21510;63966;20131;12652;11245;6410;305;3610;36718;0.003;1.921;78.0;69.259;127.0;68.065;84.0;133.876;251.0;214.894;226.0;213.994;125.0;529.047;855.0;1088.653;901.0;1005.488;151.0;595.818;1.0;475.1;0.0;365.241
251;251;True;True;0.0005;3;7917;estate;171;1;970;353;21544;63966;20131;12669;11245;6421;305;3615;36748;0.753;1.95;78.0;70.491;127.0;67.246;84.0;133.175;251.0;215.924;226.0;212.86;125.0;523.468;855.0;1083.503;901.0;1005.444;137.0;557.509;9.0;445.404;85.0;356.076
252;252;True;True;0.0005;3;7922;autunno;137;30;980;353;21549;63966;20131;12694;11245;6433;305;3627;36749;0.003;2.067;78.0;71.299;127.0;67.883;84.0;132.255;251.0;218.139;226.0;211.526;125.0;522.365;855.0;1089.569;901.0;1009.949;151.0;650.095;1.0;524.964;0.0;447.839
253;253;True;True;0.0005;3;7926;autunno;136;0;981;360;21595;63966;20131;12719;11245;6451;305;3631;36779;0.0;1.7;78.0;73.206;127.0;68.963;84.0;132.103;251.0;217.956;226.0;210.551;125.0;519.971;855.0;1091.39;901.0;994.39;0.0;445.904;0.0;337.64;0.0;264.537
254;254;True;True;0.0005;3;7930;inverno;133;29;988;374;21605;63966;20131;12733;11245;6454;305;3637;36780;0.003;1.915;78.0;73.759;127.0;68.985;84.0;132.098;251.0;217.932;226.0;210.714;125.0;521.639;855.0;1095.556;901.0;999.143;151.0;564.135;1.0;441.722;0.0;370.985
255;255;True;True;0.0005;3;7934;inverno;123;1;956;369;21618;63966;20131;12745;11245;6460;305;3642;36809;0.753;2.125;78.0;73.699;127.0;69.114;84.0;131.715;251.0;218.415;226.0;211.756;125.0;524.805;855.0;1101.203;901.0;997.171;136.0;544.496;1.0;435.106;85.0;424.431
256;256;True;True;0.0005;3;7938;primavera;111;30;946;373;21629;63966;20131;12758;11245;6473;305;3649;36810;0.003;2.124;78.0;75.009;127.0;66.883;84.0;130.847;251.0;217.631;226.0;211.757;125.0;524.55;855.0;1114.117;901.0;1010.396;151.0;611.955;1.0;494.964;0.0;449.009
257;257;True;True;0.0005;3;7941;primavera;106;2;963;376;21656;63966;20131;12782;11245;6479;305;3651;36838;0.753;1.917;78.0;76.16;127.0;69.538;84.0;129.811;251.0;216.849;226.0;210.519;125.0;524.292;855.0;1115.34;901.0;1012.604;136.0;439.868;251.0;339.208;85.0;281.113
258;258;True;True;0.0005;3;7944;estate;115;30;1017;385;21668;63966;20131;12786;11245;6483;305;3656;36840;0.003;1.987;78.0;75.617;127.0;69.887;84.0;129.252;251.0;217.165;226.0;212.148;125.0;523.148;855.0;1116.739;901.0;1014.452;151.0;555.2;1.0;444.591;0.0;355.365
259;259;True;True;0.0005;3;7948;estate;120;1;1010;380;21699;63966;20131;12792;11245;6494;305;3665;36869;0.753;1.759;78.0;74.442;127.0;71.958;84.0;128.983;251.0;213.075;226.0;212.167;125.0;519.608;855.0;1123.142;901.0;1019.892;144.0;466.442;251.0;359.492;85.0;295.492
260;260;True;True;0.0005;3;7951;autunno;124;30;1012;379;21712;63966;20131;12803;11245;6496;305;3671;36871;0.003;1.899;78.0;74.435;127.0;71.653;84.0;128.113;251.0;214.073;226.0;210.677;125.0;519.129;855.0;1122.806;901.0;1015.694;151.0;576.435;1.0;458.984;0.0;368.589
261;261;True;True;0.0005;3;7955;autunno;131;4;981;376;21746;63966;20131;12816;11245;6506;305;3675;36897;0.753;1.751;78.0;73.588;127.0;71.13;84.0;127.206;251.0;213.885;226.0;211.359;125.0;516.405;855.0;1129.084;901.0;1028.473;120.25;484.84;12.75;378.427;85.0;316.954
262;262;True;True;0.0005;3;7960;inverno;131;28;955;384;21756;63966;20131;12826;11245;6511;305;3680;36903;0.003;1.937;78.0;73.817;127.0;70.74;84.0;127.756;251.0;213.573;226.0;211.198;125.0;515.061;855.0;1134.168;901.0;1035.565;151.0;573.893;1.0;472.87;0.0;401.313
263;263;True;True;0.0005;3;7964;inverno;152;0;919;379;21807;63966;20131;12840;11245;6525;305;3683;36935;0.0;1.706;78.0;74.579;127.0;69.382;84.0;128.73;251.0;214.171;226.0;208.967;125.0;518.546;855.0;1139.704;901.0;1040.579;0.0;441.763;0.0;332.414;0.0;270.434
264;264;True;True;0.0005;3;7968;primavera;145;30;886;378;21816;63966;20131;12850;11245;6530;305;3694;36935;0.003;1.856;78.0;74.372;127.0;69.2;84.0;130.014;251.0;213.917;226.0;208.738;125.0;514.766;855.0;1139.497;901.0;1042.366;151.0;573.117;1.0;447.083;0.0;354.669
265;265;True;True;0.0005;3;7972;primavera;164;1;903;381;21856;63966;20131;12865;11245;6536;305;3694;36964;0.753;1.886;78.0;74.256;127.0;69.616;84.0;130.982;251.0;215.39;226.0;207.604;125.0;513.793;855.0;1134.378;901.0;1038.652;122.0;523.384;251.0;404.006;85.0;337.061
266;266;True;True;0.0005;3;7977;estate;146;30;939;381;21864;63966;20131;12880;11245;6545;305;3706;36966;0.003;2.006;78.0;73.959;127.0;70.5;84.0;131.158;251.0;216.486;226.0;207.74;125.0;513.315;855.0;1134.582;901.0;1043.842;151.0;619.171;1.0;494.37;0.0;420.445
267;267;True;True;0.0005;3;7981;estate;158;2;936;379;21912;63966;20131;12895;11245;6562;305;3710;36995;0.753;1.806;78.0;74.051;127.0;68.677;84.0;132.253;251.0;219.557;226.0;207.329;125.0;507.924;855.0;1132.975;901.0;1047.285;137.5;501.646;9.5;377.468;85.0;300.456
268;268;True;True;0.0005;3;7986;autunno;142;30;976;404;21912;63966;20131;12911;11245;6563;305;3719;36997;0.003;2.082;78.0;74.317;127.0;67.937;84.0;132.366;251.0;219.711;226.0;207.845;125.0;508.5;855.0;1135.803;901.0;1045.613;151.0;636.873;1.0;509.528;0.0;432.535
269;269;True;True;0.0005;3;7990;autunno;161;0;967;403;21965;63966;20131;12933;11245;6570;305;3724;37028;0.0;1.8;78.0;74.894;127.0;68.944;84.0;134.671;251.0;221.832;226.0;208.311;125.0;507.292;855.0;1127.354;901.0;1033.317;0.0;499.621;0.0;378.087;0.0;275.578
270;270;True;True;0.0005;3;7995;inverno;144;30;948;415;21975;63966;20131;12955;11245;6573;305;3736;37028;0.003;1.879;78.0;74.569;127.0;68.882;84.0;135.181;251.0;222.306;226.0;207.896;125.0;506.743;855.0;1133.444;901.0;1029.333;151.0;606.604;1.0;473.542;0.0;367.979
271;271;True;True;0.0005;3;7998;inverno;150;0;913;421;22011;63966;20131;12976;11245;6580;305;3738;37058;0.0;1.843;78.0;74.307;127.0;71.627;84.0;136.32;251.0;223.207;226.0;206.253;125.0;506.373;855.0;1136.287;901.0;1016.167;0.0;498.693;0.0;384.413;0.0;290.12
272;272;True;True;0.0005;3;8003;primavera;148;29;880;428;22026;63966;20131;12987;11245;6584;305;3750;37059;0.003;1.935;78.0;74.405;127.0;74.108;84.0;136.412;251.0;223.689;226.0;205.574;125.0;502.912;855.0;1135.203;901.0;1015.953;151.0;626.655;1.0;497.324;0.0;395.892
273;273;True;True;0.0005;3;8007;primavera;155;1;911;426;22075;63966;20131;13007;11245;6604;305;3753;37087;0.753;1.672;78.0;74.761;127.0;76.832;84.0;135.703;251.0;224.026;226.0;203.684;125.0;497.677;855.0;1133.884;901.0;1019.465;109.0;476.8;251.0;355.265;85.0;272.703
274;274;True;True;0.0005;3;8012;estate;163;30;910;426;22089;63966;20131;13013;11245;6610;305;3757;37088;0.003;1.985;78.0;75.055;127.0;76.233;84.0;134.847;251.0;225.84;226.0;204.27;125.0;497.337;855.0;1129.362;901.0;1025.153;151.0;626.135;1.0;488.472;0.0;395.313
275;275;True;True;0.0005;3;8016;estate;156;0;924;423;22126;63966;20131;13036;11245;6628;305;3760;37118;0.0;1.888;78.0;75.263;127.0;77.705;84.0;136.769;251.0;226.231;226.0;205.968;125.0;499.288;855.0;1137.776;901.0;1024.859;0.0;525.109;0.0;396.718;0.0;326.583
