;Unnamed: 0;evoluzione;reinserimento;probabilita_riproduzione_carote;quantita_acqua_pozzanghera;tempo;stagione;num_volpi;num_conigli;num_carota;num_pozzanghera;numero_volpi_nate;numero_conigli_nati;numero_conigli_morti_fame;numero_volpi_morti_fame;numero_conigli_morti_sete;numero_volpi_morti_sete;numero_conigli_morti_vecchiaia;numero_volpi_morti_vecchiaia;numero_conigli_cacciati;eta_media_conigli;eta_media_volpi;percezione_media_conigli;percezione_media_volpi;velocita_camminata_media_conigli;velocita_camminata_media_volpi;velocita_corsa_media_conigli;velocita_corsa_media_volpi;soglia_fame_media_conigli;soglia_fame_media_volpi;soglia_sete_media_conigli;soglia_sete_media_volpi;soglia_fertilita_media_conigli;soglia_fertilita_media_volpi;soglia_morte_di_fame_media_conigli;soglia_morte_di_fame_media_volpi;soglia_morte_di_sete_media_conigli;soglia_morte_di_sete_media_volpi;media_fame_conigli;media_fame_volpi;media_sete_conigli;media_sete_volpi;media_fertilita_conigli;media_fertilita_volpi
356;356;True;True;0.0005;3;6166;autunno;651;30;919;569;27024;41261;13721;15483;2407;8686;137;4081;31395;0.671;1.595;52.733;89.186;0.6;101.77;64.433;166.379;253.067;262.473;219.9;212.429;23.833;398.147;899.533;1294.614;889.167;1134.84;363.833;450.052;215.467;321.664;154.4;230.276
357;357;True;True;0.0005;3;6191;autunno;739;0;904;558;27184;41261;13721;15507;2407;8697;137;4118;31437;0.0;1.734;52.0;89.287;0.0;102.401;64.0;165.774;253.0;262.451;219.0;212.192;23.0;397.058;899.0;1293.248;889.0;1136.779;0.0;555.302;0.0;403.31;0.0;303.977
358;358;True;True;0.0005;3;6216;inverno;720;13;909;569;27196;41261;13721;15517;2407;8707;137;4139;31461;0.006;2.299;52.0;89.431;0.0;102.36;64.0;165.926;253.0;262.322;219.0;211.943;23.0;396.899;899.0;1290.853;889.0;1136.231;152.0;746.775;2.0;617.835;0.0;507.879
359;359;True;True;0.0005;3;6244;inverno;696;0;889;566;27351;41261;13721;15579;2407;8790;137;4173;31482;0.0;2.266;52.0;89.372;0.0;103.119;64.0;166.21;253.0;261.78;219.0;211.234;23.0;395.05;899.0;1294.22;889.0;1140.44;0.0;762.121;0.0;608.362;0.0;484.907
360;360;True;True;0.0005;3;6264;primavera;484;23;883;566;27351;41261;13721;15668;2407;8889;137;4207;31490;0.006;2.462;52.0;89.574;0.0;102.781;64.0;166.566;253.0;261.409;219.0;210.572;23.0;395.643;899.0;1293.698;889.0;1141.572;152.0;826.103;2.0;681.994;0.0;573.186
361;361;True;True;0.0005;3;6276;primavera;388;0;892;569;27464;41261;13721;15766;2407;8977;137;4230;31517;0.0;1.945;52.0;89.119;0.0;102.68;64.0;166.289;253.0;260.827;219.0;211.18;23.0;392.098;899.0;1307.673;889.0;1140.09;0.0;661.534;0.0;504.253;0.0;393.866
362;362;True;True;0.0005;3;6287;estate;319;25;928;569;27464;41261;13721;15797;2407;9005;137;4250;31522;0.006;2.204;52.0;88.771;0.0;101.972;64.0;166.313;253.0;260.361;219.0;211.492;23.0;390.596;899.0;1307.79;889.0;1135.567;152.0;765.762;2.0;624.724;0.0;494.984
363;363;True;True;0.0005;3;6296;estate;294;0;929;568;27563;41261;13721;15839;2407;9071;137;4266;31548;0.0;1.738;52.0;88.67;0.0;103.17;64.0;165.616;253.0;261.255;219.0;212.299;23.0;389.932;899.0;1305.003;889.0;1139.68;0.0;582.599;0.0;425.054;0.0;304.67
364;364;True;True;0.0005;3;6306;autunno;278;27;947;568;27563;41261;13721;15849;2407;9083;137;4270;31551;0.006;2.215;52.0;88.331;0.0;103.083;64.0;166.32;253.0;261.014;219.0;212.072;23.0;387.345;899.0;1299.205;889.0;1136.227;152.0;744.813;2.0;591.892;0.0;472.968
365;365;True;True;0.0005;3;6314;autunno;296;0;930;576;27665;41261;13721;15872;2407;9116;137;4298;31581;0.0;1.806;52.0;88.25;0.0;104.679;64.0;167.132;253.0;259.027;219.0;211.169;23.0;383.767;899.0;1301.385;889.0;1142.057;0.0;639.074;0.0;482.382;0.0;339.757
366;366;True;True;0.0005;3;6323;inverno;257;27;907;586;27665;41261;13721;15897;2407;9135;137;4303;31584;0.006;2.157;52.0;88.23;0.0;104.903;64.0;168.132;253.0;259.086;219.0;210.821;23.0;381.829;899.0;1295.051;889.0;1134.385;152.0;744.125;2.0;595.253;0.0;471.019
367;367;True;True;0.0005;3;6331;inverno;292;1;903;585;27780;41261;13721;15924;2407;9178;137;4313;31615;0.756;1.676;52.0;88.483;0.0;105.74;64.0;169.236;253.0;258.764;219.0;210.421;23.0;378.541;899.0;1304.202;889.0;1144.497;126.0;562.483;26.0;405.305;86.0;285.349
368;368;True;True;0.0005;3;6340;primavera;277;26;877;587;27789;41261;13721;15938;2407;9186;137;4325;31620;0.006;2.021;52.0;88.848;0.0;105.321;64.0;168.87;253.0;257.718;219.0;210.108;23.0;378.69;899.0;1306.863;889.0;1142.549;152.0;701.303;2.0;551.942;0.0;425.065
369;369;True;True;0.0005;3;6348;primavera;290;0;907;583;27883;41261;13721;15970;2407;9226;137;4334;31651;0.0;1.713;52.0;89.379;0.0;107.921;64.0;170.055;253.0;258.648;219.0;209.355;23.0;376.762;899.0;1313.279;889.0;1146.51;0.0;563.183;0.0;406.234;0.0;295.883
370;370;True;True;0.0005;3;6357;estate;286;27;931;593;27892;41261;13721;15977;2407;9233;137;4343;31654;0.006;2.137;52.0;89.794;0.0;107.416;64.0;170.115;253.0;258.503;219.0;209.556;23.0;376.696;899.0;1314.58;889.0;1146.937;152.0;727.745;2.0;581.259;0.0;461.664
371;371;True;True;0.0005;3;6365;estate;296;0;949;591;27988;41261;13721;16009;2407;9267;137;4363;31685;0.0;1.763;52.0;89.632;0.0;108.189;64.0;168.402;253.0;259.449;219.0;207.382;23.0;375.22;899.0;1319.801;889.0;1142.118;0.0;605.402;0.0;446.828;0.0;324.324
372;372;True;True;0.0005;3;6374;autunno;270;27;1000;591;27994;41261;13721;16024;2407;9292;137;4366;31688;0.006;2.14;52.0;89.452;0.0;109.1;64.0;168.919;253.0;259.552;219.0;207.004;23.0;374.411;899.0;1319.159;889.0;1142.304;152.0;725.019;2.0;571.011;0.0;447.819
373;373;True;True;0.0005;3;6382;autunno;301;0;989;587;28096;41261;13721;16043;2407;9329;137;4381;31718;0.0;1.781;52.0;89.186;0.0;108.561;64.0;169.465;253.0;258.651;219.0;207.701;23.0;380.332;899.0;1322.571;889.0;1150.432;0.0;603.14;0.0;444.638;0.0;324.927
374;374;True;True;0.0005;3;6392;inverno;266;28;969;596;28100;41261;13721;16061;2407;9351;137;4390;31720;0.006;2.09;52.0;88.489;0.0;108.575;64.0;168.726;253.0;259.259;219.0;207.771;23.0;380.974;899.0;1320.004;889.0;1144.711;152.0;721.158;2.0;567.365;0.0;445.045
375;375;True;True;0.0005;3;6400;inverno;277;0;958;604;28181;41261;13721;16082;2407;9387;137;4403;31754;0.0;1.873;52.0;89.051;0.0;107.625;64.0;169.469;253.0;258.354;219.0;207.827;23.0;382.235;899.0;1330.159;889.0;1152.473;0.0;621.83;0.0;463.141;0.0;360.693
376;376;True;True;0.0005;3;6408;primavera;243;27;937;609;28181;41261;13721;16099;2407;9405;137;4413;31757;0.006;2.195;52.0;89.148;0.0;106.794;64.0;168.362;253.0;258.041;219.0;207.86;23.0;384.63;899.0;1328.687;889.0;1148.551;152.0;740.354;2.0;589.922;0.0;484.477
377;377;True;True;0.0005;3;6416;primavera;254;0;965;609;28253;41261;13721;16116;2407;9441;137;4421;31787;0.0;2.024;52.0;89.13;0.0;106.047;64.0;168.626;253.0;258.138;219.0;206.118;23.0;384.264;899.0;1337.52;889.0;1142.984;0.0;632.315;0.0;475.118;0.0;385.201
378;378;True;True;0.0005;3;6423;estate;219;29;972;608;28258;41261;13721;16135;2407;9457;137;4436;31788;0.006;2.222;52.0;88.767;0.0;106.63;64.0;168.516;253.0;258.26;219.0;205.42;23.0;383.886;899.0;1334.735;889.0;1136.493;152.0;739.306;2.0;582.438;0.0;487.105
379;379;True;True;0.0005;3;6429;estate;241;0;1009;605;28350;41261;13721;16155;2407;9491;137;4453;31819;0.0;1.707;52.0;88.274;0.0;107.51;64.0;170.241;253.0;257.668;219.0;205.332;23.0;382.253;899.0;1337.095;889.0;1138.788;0.0;548.959;0.0;392.257;0.0;289.867
380;380;True;True;0.0005;3;6437;autunno;226;29;1053;623;28350;41261;13721;16166;2407;9499;137;4459;31820;0.006;2.122;52.0;88.336;0.0;106.872;64.0;169.677;253.0;257.624;219.0;204.796;23.0;381.81;899.0;1338.827;889.0;1136.482;152.0;707.066;2.0;549.836;0.0;445.243
381;381;True;True;0.0005;3;6444;autunno;281;0;1034;622;28472;41261;13721;16176;2407;9536;137;4479;31858;0.0;1.524;52.0;87.804;0.0;107.135;64.0;171.278;253.0;257.712;219.0;204.374;23.0;383.829;899.0;1352.11;889.0;1146.751;0.0;509.096;0.0;347.641;0.0;238.299
382;382;True;True;0.0005;3;6453;inverno;270;28;1023;629;28472;41261;13721;16182;2407;9544;137;4486;31860;0.006;2.02;52.0;87.548;0.0;107.1;64.0;171.319;253.0;258.004;219.0;204.322;23.0;382.985;899.0;1352.03;889.0;1146.859;152.0;688.874;2.0;532.37;0.0;408.581
383;383;True;True;0.0005;3;6462;inverno;299;0;1030;622;28562;41261;13721;16198;2407;9576;137;4499;31892;0.0;1.828;52.0;87.535;0.0;106.314;64.0;170.753;253.0;257.348;219.0;202.793;23.0;383.278;899.0;1358.659;889.0;1153.324;0.0;600.849;0.0;438.234;0.0;320.515
384;384;True;True;0.0005;3;6472;primavera;277;26;1004;622;28562;41261;13721;16209;2407;9588;137;4508;31896;0.006;2.251;52.0;87.877;0.0;106.13;64.0;171.188;253.0;257.859;219.0;202.155;23.0;382.112;899.0;1357.643;889.0;1149.108;152.0;756.195;2.0;606.848;0.0;489.227
385;385;True;True;0.0005;3;6481;primavera;297;0;1000;623;28655;41261;13721;16224;2407;9630;137;4524;31927;0.0;1.986;52.0;87.926;0.0;104.973;64.0;174.185;253.0;257.481;219.0;202.168;23.0;378.104;899.0;1361.394;889.0;1150.195;0.0;645.192;0.0;484.451;0.0;374.99
386;386;True;True;0.0005;3;6490;estate;249;29;988;624;28659;41261;13721;16235;2407;9664;137;4541;31929;0.006;2.157;52.0;87.843;0.0;104.076;64.0;173.683;253.0;255.876;219.0;202.394;23.0;376.835;899.0;1359.502;889.0;1145.124;152.0;721.94;2.0;570.667;0.0;466.964
387;387;True;True;0.0005;3;6498;estate;288;0;1001;622;28763;41261;13721;16246;2407;9700;137;4559;31960;0.0;1.771;52.0;88.066;0.0;103.372;64.0;174.372;253.0;254.365;219.0;203.076;23.0;378.927;899.0;1359.354;889.0;1148.632;0.0;596.278;0.0;438.611;0.0;319.236
388;388;True;True;0.0005;3;6507;autunno;264;25;996;622;28768;41261;13721;16258;2407;9719;137;4567;31966;0.006;2.119;52.0;88.015;0.0;103.076;64.0;175.538;253.0;254.924;219.0;202.462;23.0;379.038;899.0;1359.072;889.0;1145.538;152.0;710.462;2.0;573.822;0.0;451.348
389;389;True;True;0.0005;3;6519;autunno;315;0;950;623;28889;41261;13721;16269;2407;9759;137;4586;31995;0.0;1.705;52.0;88.162;0.0;102.533;64.0;176.603;253.0;254.692;219.0;203.21;23.0;380.416;899.0;1363.502;889.0;1149.263;0.0;584.333;0.0;426.844;0.0;304.089
390;390;True;True;0.0005;3;6530;inverno;292;27;931;623;28889;41261;13721;16274;2407;9779;137;4594;31998;0.006;2.149;52.0;88.264;0.0;102.555;64.0;177.034;253.0;254.979;219.0;202.551;23.0;380.065;899.0;1359.39;889.0;1143.229;152.0;738.627;2.0;589.274;0.0;472.01
391;391;True;True;0.0005;3;6540;inverno;311;0;918;624;28993;41261;13721;16286;2407;9833;137;4613;32030;0.0;1.791;52.0;88.579;0.0;101.042;64.0;178.955;253.0;256.023;219.0;203.289;23.0;377.81;899.0;1359.296;889.0;1145.994;0.0;612.981;0.0;458.103;0.0;335.839
392;392;True;True;0.0005;3;6550;primavera;279;29;883;624;28993;41261;13721;16299;2407;9853;137;4622;32031;0.006;2.181;52.0;88.849;0.0;100.548;64.0;179.376;253.0;255.57;219.0;202.72;23.0;376.441;899.0;1358.724;889.0;1144.649;152.0;763.477;2.0;610.455;0.0;478.197
393;393;True;True;0.0005;3;6559;primavera;288;0;916;622;29089;41261;13721;16319;2407;9905;137;4637;32063;0.0;1.817;52.0;88.486;0.0;99.076;64.0;182.74;253.0;255.438;219.0;200.556;23.0;372.84;899.0;1368.285;889.0;1143.104;0.0;598.951;0.0;441.295;0.0;328.733
394;394;True;True;0.0005;3;6569;estate;265;28;983;622;29089;41261;13721;16324;2407;9926;137;4644;32065;0.006;2.237;52.0;88.758;0.0;97.94;64.0;183.698;253.0;254.913;219.0;200.725;23.0;372.977;899.0;1363.317;889.0;1136.781;152.0;750.442;2.0;598.128;0.0;484.287
395;395;True;True;0.0005;3;6578;estate;276;0;1015;621;29189;41261;13721;16343;2407;9970;137;4670;32097;0.0;1.729;52.0;88.866;0.0;98.652;64.0;185.217;253.0;253.525;219.0;201.022;23.0;374.043;899.0;1373.96;889.0;1134.098;0.0;586.88;0.0;429.453;0.0;318.333
396;396;True;True;0.0005;3;6587;autunno;256;29;1046;621;29193;41261;13721;16354;2407;9987;137;4676;32098;0.006;2.1;52.0;88.906;0.0;98.887;64.0;185.691;253.0;253.867;219.0;201.043;23.0;373.184;899.0;1372.805;889.0;1128.07;152.0;721.184;2.0;566.453;0.0;454.41
397;397;True;True;0.0005;3;6596;autunno;282;0;1023;630;29285;41261;13721;16363;2407;10031;137;4689;32127;0.0;1.794;52.0;89.291;0.0;97.986;64.0;185.043;253.0;254.926;219.0;198.461;23.0;373.284;899.0;1385.55;889.0;1145.057;0.0;605.319;0.0;445.539;0.0;326.635
398;398;True;True;0.0005;3;6605;inverno;259;26;1052;634;29289;41261;13721;16368;2407;10055;137;4697;32131;0.006;2.147;52.0;89.483;0.0;97.645;64.0;185.309;253.0;255.347;219.0;198.799;23.0;374.023;899.0;1384.332;889.0;1144.498;152.0;734.062;2.0;584.969;0.0;471.228
399;399;True;True;0.0005;3;6614;inverno;273;0;1057;631;29377;41261;13721;16376;2407;10102;137;4716;32160;0.0;1.787;52.0;89.198;0.0;97.3;64.0;187.348;253.0;254.886;219.0;196.821;23.0;374.293;899.0;1389.469;889.0;1140.579;0.0;608.264;0.0;448.568;0.0;337.22
400;400;True;True;0.0005;3;6623;primavera;246;27;1025;633;29382;41261;13721;16379;2407;10136;137;4721;32164;0.006;2.114;52.0;88.866;0.0;97.427;64.0;188.053;253.0;256.199;219.0;196.138;23.0;372.935;899.0;1382.102;889.0;1139.39;152.0;713.841;2.0;563.333;0.0;456.398
401;401;True;True;0.0005;3;6632;primavera;293;0;1027;641;29480;41261;13721;16389;2407;10163;137;4735;32197;0.0;1.835;52.0;89.741;0.0;97.812;64.0;186.423;253.0;254.218;219.0;196.611;23.0;374.509;899.0;1393.669;889.0;1133.174;0.0;612.956;0.0;454.457;0.0;336.058
402;402;True;True;0.0005;3;6641;estate;250;29;1073;641;29484;41261;13721;16397;2407;10203;137;4744;32198;0.006;2.085;52.0;89.972;0.0;97.512;64.0;188.708;253.0;253.22;219.0;196.528;23.0;375.54;899.0;1392.5;889.0;1129.792;152.0;710.024;2.0;552.584;0.0;438.872
403;403;True;True;0.0005;3;6651;estate;299;0;1130;640;29587;41261;13721;16405;2407;10238;137;4755;32232;0.0;1.827;52.0;89.993;0.0;98.13;64.0;188.612;253.0;251.214;219.0;197.669;23.0;373.823;899.0;1381.291;889.0;1134.502;0.0;591.806;0.0;433.93;0.0;313.742
404;404;True;True;0.0005;3;6661;autunno;273;26;1143;640;29587;41261;13721;16412;2407;10256;137;4766;32236;0.006;2.205;52.0;89.971;0.0;98.509;64.0;188.546;253.0;250.949;219.0;197.989;23.0;372.916;899.0;1378.095;889.0;1129.941;152.0;738.619;2.0;595.513;0.0;473.703
405;405;True;True;0.0005;3;6671;autunno;295;0;1140;661;29684;41261;13721;16416;2407;10310;137;4783;32264;0.0;1.879;52.0;90.359;0.0;99.62;64.0;189.651;253.0;251.071;219.0;198.597;23.0;376.397;899.0;1368.149;889.0;1137.651;0.0;622.078;0.0;464.332;0.0;351.159
406;406;True;True;0.0005;3;6681;inverno;267;27;1124;661;29688;41261;13721;16425;2407;10333;137;4793;32267;0.006;2.208;52.0;90.142;0.0;100.165;64.0;189.599;253.0;250.738;219.0;198.041;23.0;376.76;899.0;1366.704;889.0;1135.652;152.0;756.487;2.0;608.045;0.0;486.191
407;407;True;True;0.0005;3;6691;inverno;291;0;1131;666;29798;41261;13721;16445;2407;10386;137;4807;32298;0.0;1.742;52.0;89.9;0.0;101.625;64.0;190.66;253.0;251.787;219.0;197.704;23.0;379.835;899.0;1374.103;889.0;1143.997;0.0;583.399;0.0;426.368;0.0;294.825
408;408;True;True;0.0005;3;6701;primavera;263;27;1117;666;29798;41261;13721;16453;2407;10403;137;4820;32302;0.006;2.095;52.0;89.681;0.0;102.011;64.0;190.939;253.0;251.901;219.0;197.403;23.0;379.719;899.0;1371.715;889.0;1137.627;152.0;717.011;2.0;572.966;0.0;442.19
409;409;True;True;0.0005;3;6710;primavera;289;0;1136;675;29894;41261;13721;16463;2407;10451;137;4832;32338;0.0;1.818;52.0;90.547;0.0;101.675;64.0;193.827;253.0;251.965;219.0;197.606;23.0;384.291;899.0;1380.221;889.0;1141.498;0.0;591.799;0.0;433.048;0.0;322.381
410;410;True;True;0.0005;3;6720;estate;265;29;1167;675;29894;41261;13721;16471;2407;10468;137;4842;32339;0.006;2.232;52.0;90.272;0.0;101.423;64.0;194.351;253.0;251.977;219.0;196.83;23.0;385.675;899.0;1380.053;889.0;1138.513;152.0;747.46;2.0;590.223;0.0;469.506
411;411;True;True;0.0005;3;6729;estate;290;0;1157;675;29993;41261;13721;16478;2407;10517;137;4860;32372;0.0;1.868;52.0;89.803;0.0;102.145;64.0;194.707;253.0;251.531;219.0;196.966;23.0;387.621;899.0;1381.966;889.0;1145.117;0.0;605.241;0.0;446.979;0.0;336.545
412;412;True;True;0.0005;3;6740;autunno;260;28;1175;675;29993;41261;13721;16489;2407;10536;137;4870;32374;0.006;2.254;52.0;89.838;0.0;103.023;64.0;194.654;253.0;251.842;219.0;196.915;23.0;389.838;899.0;1377.438;889.0;1138.277;152.0;750.508;2.0;597.158;0.0;492.854
